team,confed,off,def,spi
Argentina,CONMEBOL,2.512459840641836,0.3395617875315242,71.43745528455284
Spain,UEFA,2.470102527558492,0.5227588880642358,68.88408130081301
Brazil,CONMEBOL,2.340930537472698,0.5114770750632779,67.77113821138211
France,UEFA,2.395405568761464,0.567457246635934,67.58069105691057
Netherlands,UEFA,2.4048563304982955,0.6046706164515826,67.27684552845528
England,UEFA,2.1690557529658867,0.4457969179452651,66.94873983739838
Colombia,CONMEBOL,2.108255386883722,0.5060515055674459,65.5299674796748
Germany,UEFA,2.282493221297394,0.6994017986621214,64.92861788617887
Italy,UEFA,2.2153994295492745,0.6521613111217553,64.82334959349593
Portugal,UEFA,2.0461748674213043,0.6026668913852571,63.71933333333334
Belgium,UEFA,2.069018019717786,0.632477338791048,63.56939024390243
Switzerland,UEFA,2.0901526846102225,0.701170758196153,62.9280081300813
Croatia,UEFA,1.994583917224244,0.6273256781042911,62.84308130081301
Denmark,UEFA,1.994885297174354,0.6355973012227171,62.76505691056911
Morocco,CAF,1.6791325245762865,0.416412081537811,62.15540650406505
Poland,UEFA,2.0766902970370933,0.8044617581880122,61.53368292682927
USA,CONCACAF,1.9208636894877649,0.6774709202371725,61.49621951219512
Ecuador,CONMEBOL,1.711999148235941,0.4989456023863029,61.437333333333335
Scotland,UEFA,1.90506155872554,0.6883463389429653,61.15017073170732
Uruguay,CONMEBOL,1.6504817511230343,0.475302056595505,61.046040650406496
Mexico,CONCACAF,1.7103890500597243,0.5531660017005218,60.69866666666667
Norway,UEFA,1.8710070556133425,0.7244759950107744,60.300300813008135
Austria,UEFA,1.925730398209912,0.788801525521172,60.11073170731708
Hungary,UEFA,1.8052232027545,0.7244539260468753,59.59613821138211
Turkey,UEFA,1.9087676049093336,0.8343396065435746,59.36285365853659
Japan,AFC,1.7290298276974183,0.687002139539272,59.2080406504065
Ukraine,UEFA,1.880461676934467,0.8304162772327252,59.08255284552845
Czech Republic,UEFA,1.807524037320657,0.7745267499368117,58.96836585365853
South Korea,AFC,1.6631547558978492,0.6523736332660333,58.90619512195122
Venezuela,CONMEBOL,1.7120493521079083,0.7035499798619359,58.81641463414634
Canada,CONCACAF,1.6368723736956436,0.6381508079666979,58.78379674796748
Greece,UEFA,1.6889190580877464,0.6866762129222392,58.75359349593495
Sweden,UEFA,1.8255685880464845,0.8226193148646259,58.61514634146342
Serbia,UEFA,1.7392711537254018,0.7629041612741138,58.39549593495935
Senegal,CAF,1.6418212896319786,0.68939158860753,58.21743089430894
Slovenia,UEFA,1.5808289113209932,0.7265593202284425,56.99579674796748
Paraguay,CONMEBOL,1.4385437431943535,0.617158971754407,56.72818699186992
Wales,UEFA,1.597896031682559,0.7730992324686834,56.62421138211382
Australia,AFC,1.5133012618974064,0.6944756119222258,56.5619756097561
Georgia,UEFA,1.6103020342566603,0.7925128399812151,56.55041463414634
Slovakia,UEFA,1.516803806644644,0.7145128405580732,56.381756097560974
Algeria,CAF,1.5958287207118154,0.793316064650674,56.30539837398374
Iceland,UEFA,1.6526720741010474,0.8653813380244967,56.071617886178856
Egypt,CAF,1.4668189443331945,0.7151318660448381,55.81786178861788
Iran,AFC,1.4472326964820392,0.7088490568767553,55.637
Israel,UEFA,1.7141251555862198,0.974918595642553,55.41341463414634
Albania,UEFA,1.3931974156061129,0.6784836932682188,55.35525203252033
Peru,CONMEBOL,1.3293525571858642,0.6362604609881882,55.14821951219512
Rep of Ireland,UEFA,1.4796545338479037,0.7836120652271616,55.10676422764228
Tunisia,CAF,1.3384423138709396,0.6577141388646714,54.95930081300813
Congo DR,CAF,1.4264312177991714,0.7427592736489571,54.95812195121951
Bolivia,CONMEBOL,1.4056085640679294,0.7205739689494467,54.93073983739837
Nigeria,CAF,1.5525721304211173,0.8859201193929181,54.6459024390244
Panama,CONCACAF,1.5453866712820985,0.8795316804672316,54.611008130081295
Chile,CONMEBOL,1.296631294453361,0.6457233665634682,54.56824390243903
Cameroon,CAF,1.4578521227805008,0.8265179625071901,54.254089430894304
Mali,CAF,1.3012000619678157,0.6878450830571158,54.10969105691057
Ivory Coast,CAF,1.352866310135791,0.7524821034374783,53.92627642276423
North Macedonia,UEFA,1.3820789735080372,0.7960041482763327,53.70917073170733
Romania,UEFA,1.3687710969733835,0.7990095365811665,53.53378048780487
Bosnia and Herzegovina,UEFA,1.4759130004179486,0.9109343501366182,53.40458536585365
Kosovo,UEFA,1.4154567793591712,0.8582707763448904,53.35561788617886
Guadeloupe,CONCACAF,0.785886516623516,0.2881011451778705,52.6520569105691
Uzbekistan,AFC,1.2031784129628065,0.7107298808365871,52.60379674796748
South Africa,CAF,1.249381852523417,0.7573732823841393,52.592138211382114
Northern Ireland,UEFA,1.2590400967077415,0.789109274200819,52.31242276422764
Ghana,CAF,1.3088334299911293,0.8574024989335824,52.05354471544715
Burkina Faso,CAF,1.3797048689044675,0.9583471963492656,51.67234146341463
Finland,UEFA,1.322001557478734,0.9051365701806454,51.59628455284553
Gabon,CAF,1.3750888192355726,0.993647790849534,51.21198373983739
Jordan,AFC,1.23757881425758,0.861762263680553,51.0869674796748
New Zealand,OFC,1.099061510706754,0.7328820312553943,50.99036585365854
Costa Rica,CONCACAF,1.2020938188134882,0.8745367511675689,50.48682113821138
Qatar,AFC,1.3451755781429324,1.0279832384403271,50.39770731707317
Saudi Arabia,AFC,1.1471942293913842,0.842973955181712,50.197626016260166
Bulgaria,UEFA,1.2482107963532854,0.954841370395522,50.07338211382114
Montenegro,UEFA,1.2476919909247666,0.9594236308289836,50.016113821138205
Guinea,CAF,1.1874191882194984,0.9106601879548892,49.8470650406504
Cape Verde Islands,CAF,1.099045304331678,0.8356453144835081,49.6640325203252
Jamaica,CONCACAF,1.207467131474686,0.969524970953929,49.3900081300813
Honduras,CONCACAF,1.0730186707253713,0.8535840442975298,49.0739918699187
Uganda,CAF,1.1765392196394622,0.9699461023205788,49.015113821138215
Comoros,CAF,1.1871917603931963,0.9954630472255388,48.806008130081295
Estonia,UEFA,1.1109632986384226,0.9386504175190172,48.52675609756098
Zambia,CAF,1.2379645206657208,1.1031600168541356,48.13743902439025
Benin,CAF,1.1617895980036894,1.024848797795907,48.11353658536586
Azerbaijan,UEFA,1.136430583070182,1.0280192312332632,47.75865040650407
Armenia,UEFA,1.2361748732243505,1.138354649287806,47.71513821138211
United Arab Emirates,AFC,1.200756554093363,1.1040784666667218,47.658853658536586
Belarus,UEFA,1.0001013364682505,0.8927613769041055,47.628365853658536
Oman,AFC,1.0340493890495537,0.941021244508199,47.52347967479675
Namibia,CAF,1.0777954891395305,0.994299635239716,47.40843089430894
Gambia,CAF,1.1625784909526384,1.0856618802362277,47.38692682926829
Guatemala,CONCACAF,1.0336048575185244,0.95673367191633,47.25781300813008
Kazakhstan,UEFA,1.0708118438998455,1.0127669385059863,47.08479674796748
Togo,CAF,1.1005010869393168,1.0697307105735323,46.79437398373984
Angola,CAF,1.034597100738743,1.004536952774461,46.747235772357726
Iraq,AFC,1.008864850113519,0.9731949789475508,46.720260162601626
Equatorial Guinea,CAF,1.0352916163526222,1.0198200020876549,46.521520325203255
Palestine,AFC,0.8631703356601663,0.8474805401600711,46.36566666666667
Malta,UEFA,0.8592156870741374,0.8508019173446935,46.252081300813
