rank,name,confed,off,def,spi,reason
94,French Guiana,CONCACAF,0.7644734098642332,0.6436976291913467,48.39262128325508,not_in_verified_206_team_app_prior
169,Mongolia,AFC,0.0912158381490592,0.9398642207373176,35.063677621283254,not_in_verified_206_team_app_prior
185,Tahiti,OFC,0.2080149880897535,1.7329004694375052,28.784960876369325,not_in_verified_206_team_app_prior
199,Samoa,OFC,0.1190271665554795,2.214125743027105,23.61431924882629,not_in_verified_206_team_app_prior
200,Guam,AFC,0.0340065881899663,2.1458382065713257,23.094984350547733,not_in_verified_206_team_app_prior
212,Macau,AFC,0.005960881409182,2.634459490951884,19.33264475743349,not_in_verified_206_team_app_prior
213,Tuvalu,OFC,0.0005900600776586,2.634459490951884,19.26865414710485,not_in_verified_206_team_app_prior
214,Tonga,OFC,0.0003883807476915,2.634459490951884,19.26372456964006,not_in_verified_206_team_app_prior
