team,xG,xGA,matches
Algeria,1.683263657512011,0.8694611797070024,57.0
Morocco,1.794542542001677,0.5358776070019523,57.0
Senegal,1.6335863708066232,0.741906048857671,60.0
Tunisia,1.248069998719553,0.5716136459104941,58.0
Ivory Coast,1.4313566520082246,0.853504536798317,48.0
Ghana,1.3438627246510453,0.9326851835576666,48.0
Egypt,1.6780816527327005,0.6556523929414856,55.0
Nigeria,1.5070392901147402,0.9242564254771757,48.0
Uganda,1.1196423376804001,0.9908551100755354,40.0
Burkina Faso,1.478319398032221,1.0465896013510154,54.0
Zimbabwe,1.089216112225549,1.093306445150681,26.0
Mali,1.3576409892756582,0.5756618348524686,44.0
Zambia,1.349997241220487,1.1612889785289,49.0
Cameroon,1.5914666053293647,0.8442433373727791,48.0
Namibia,1.1999492018163844,0.9419656384471481,38.0
Gabon,1.4163125276125994,1.0159789807883857,35.0
Benin,1.255413913917944,1.1531433571051932,35.0
Kenya,1.1061166092747028,1.1503490327631558,27.0
Guinea,1.2429547551544924,0.9717904898448193,48.0
South Africa,1.2738356790069327,0.7668097122724719,57.0
Cape Verde,1.10345783214308,0.9296389367540394,45.0
DR Congo,1.345664984760727,0.7843844615635419,44.0
Tanzania,0.8800615558185533,0.9593109439268813,39.0
Libya,0.9539810473980513,1.2431879363853782,38.0
Angola,1.0653730545572253,1.0011423873990521,46.0
Congo,1.1079415908063948,1.330639050115842,26.0
Togo,1.2638927794161905,1.1481723105349944,33.0
Equatorial Guinea,1.1221612719408618,0.839723588892193,41.0
Gambia,1.1595569501479355,1.107688001685526,36.0
Sudan,0.818990782586284,0.8707765808719493,45.0
Ethiopia,0.910206513126159,1.196676224077393,38.0
Madagascar,0.8674144706835567,1.3361546964982327,33.0
Mauritania,0.9974144050420876,0.9433714721586707,48.0
Liberia,0.9203876934756302,1.1696517689927985,35.0
Malawi,0.9026540569833802,1.1466842172319722,44.0
Guinea-Bissau,0.9725146136894764,1.0909890770563515,36.0
Mozambique,1.099651649517291,1.1048571961186973,50.0
Rwanda,0.9276591407336922,1.03427685229685,32.0
Botswana,1.0113776888020414,0.9886252638570024,35.0
Niger,0.9773616191455425,1.2323512163897041,37.0
Sierra Leone,1.0421353713868957,1.0969175880797808,35.0
Burundi,0.7568970145904235,1.3854682979699338,25.0
Lesotho,0.7270399071291672,1.1674413445331004,40.0
Comoros,1.228824813408103,1.0493028777442461,41.0
Central African Republic,1.0559734604573348,1.1291427427582323,30.0
Chad,0.42712700824897376,1.1791234214405808,17.0
South Sudan,0.7426802445819575,1.1793135453137533,27.0
Eswatini,0.8134872157781393,1.0551489320276533,40.0
São Tomé and Príncipe,0.559491308927728,1.542378077776225,16.0
Mauritius,0.4282908595782812,1.2769029142378818,28.0
Djibouti,0.6656230635802871,1.1679165262030433,21.0
Somalia,0.5701889971948505,0.9470367994505156,14.0
Seychelles,0.25293133986847,1.1508850104602315,26.0
