team,xG,xGA,matches,confed
Argentina,2.053985298130305,0.39734692364842206,7.0,CONMEBOL
Brazil,1.9444572301940766,0.47005598580541713,8.0,CONMEBOL
Spain,2.745318956935567,0.4607948127050478,8.0,UEFA
Netherlands,2.07461493855989,0.6097655574845476,8.0,UEFA
France,2.619111211542294,0.6432854194299562,8.0,UEFA
England,2.1827179607898732,0.18761102506188104,8.0,UEFA
Germany,1.8734222635494864,0.6748767110918992,8.0,UEFA
Colombia,2.053368215200003,0.4587483876356528,8.0,CONMEBOL
Italy,2.005076974970129,0.7354244118246982,8.0,UEFA
Belgium,1.7462894955143837,0.844408993336069,8.0,UEFA
Portugal,2.2828001236543445,0.9678553375009054,8.0,UEFA
Croatia,1.6779575623388132,0.6516751406924638,8.0,UEFA
Denmark,2.031902506377127,0.7175363244404542,8.0,UEFA
United States,2.088127439603805,1.0556645942102032,14.0,CONCACAF
Switzerland,2.3711665800538677,0.46692784038080254,8.0,UEFA
Uruguay,1.3413734797120822,0.4953206723321633,8.0,CONMEBOL
Poland,2.1230002270936534,0.9477577838470472,8.0,UEFA
Ecuador,1.3737814457339999,0.2825338098062281,8.0,CONMEBOL
Scotland,1.9768129204599216,0.903033783216823,8.0,UEFA
Morocco,1.6524248600422242,0.2420586545790561,21.0,CAF
Austria,1.6256328054557978,0.8979621581921041,8.0,UEFA
Mexico,1.7808609189144122,0.577357614883974,16.0,CONCACAF
Serbia,1.0725796675926735,0.9722279320696389,8.0,UEFA
Venezuela,1.1873379434126625,0.8004411945530979,7.0,CONMEBOL
Ukraine,1.8788341718698025,1.175952788812535,8.0,UEFA
Sweden,1.6791887938014338,1.096959094982763,8.0,UEFA
Hungary,2.1581403012335887,1.0038130513741326,8.0,UEFA
Turkey,2.1007224130027704,1.0206328183290077,8.0,UEFA
Norway,2.1832127851978806,0.6887103339400785,8.0,UEFA
Japan,1.6216617258543626,0.6499971847613607,8.0,AFC
Greece,1.9234824155124124,0.9649222509883222,8.0,UEFA
Czech Republic,1.5782443988870882,0.5706029957576157,8.0,UEFA
Canada,1.4742918510545444,0.45627752320352133,12.0,CONCACAF
Egypt,1.1716580837123052,0.9720059918591933,16.0,CAF
Slovenia,1.168187153746649,0.794372629960509,8.0,UEFA
South Korea,2.046609615157021,0.34554878402888645,8.0,AFC
Georgia,1.600563902840491,0.9742737962499824,8.0,UEFA
Senegal,1.917629443039,0.6678345605249693,15.0,CAF
Wales,1.581669250550994,0.8883622888544732,8.0,UEFA
Peru,0.7459782063884647,0.8000872741633538,6.0,CONMEBOL
Bolivia,1.0647944947892196,0.7632810043508863,9.0,CONMEBOL
Slovakia,1.5371314470105173,0.6401268996402869,8.0,UEFA
Israel,1.3934406217678343,0.9122076090947746,8.0,UEFA
Iran,0.7772316677267567,0.3472309248280538,5.0,AFC
Algeria,1.6116959601242435,0.7529065445626084,18.0,CAF
Mali,1.3465236308747428,1.1297988906870766,11.0,CAF
Australia,1.9160499587208988,0.769325140297676,8.0,AFC
Paraguay,1.821279519981574,0.6883964401621218,8.0,CONMEBOL
Chile,0.9768479493439296,0.8811792838815778,6.0,CONMEBOL
Panama,1.4213345403832038,1.012049444063946,14.0,CONCACAF
Albania,1.325806260136937,0.6029535102940872,8.0,UEFA
Iceland,1.9776014987155748,0.8870555316734687,8.0,UEFA
Cameroon,1.3017092679631703,0.9317031889490158,12.0,CAF
Tunisia,1.7395065425116285,0.9758811824917079,16.0,CAF
Republic of Ireland,1.8731533178487658,0.7828083529864158,8.0,UEFA
Nigeria,1.8637661604869973,0.9379211059548709,15.0,CAF
Ivory Coast,1.3459068291077882,0.6085858592390448,13.0,CAF
North Macedonia,1.54636337979052,0.7712346238997934,8.0,UEFA
DR Congo,1.8974027679584655,0.7601968445341055,12.0,CAF
Romania,1.8614814833209041,1.1320490713514717,8.0,UEFA
Guadeloupe,2.185196963094948,1.5394792276215923,3.0,CONCACAF
Montenegro,0.9413902654692946,1.50132404306514,8.0,UEFA
Costa Rica,1.0521006206999866,1.3730909543362262,12.0,CONCACAF
South Africa,1.413376451420174,0.9010190474681469,11.0,CAF
Qatar,0.8913125022099688,1.453381464485325,10.0,AFC
Finland,1.2295664388842962,1.150733825655809,8.0,UEFA
Bosnia and Herzegovina,2.0006942314718508,1.138791937165268,8.0,UEFA
Uzbekistan,1.327523682639362,0.45046238034385144,7.0,AFC
Bulgaria,0.9996610691299621,1.2278013756595987,8.0,UEFA
Burkina Faso,1.3024265375710489,0.8631274192967208,12.0,CAF
Ghana,1.4558759689325917,0.7445138330987576,8.0,CAF
Gabon,1.4629334736932684,1.0993524655463711,10.0,CAF
Kosovo,1.9992491319968397,0.6324019530511504,8.0,UEFA
Jamaica,0.9849297663077423,1.1609125062192525,14.0,CONCACAF
Honduras,0.6742431388762331,0.7936244502375315,13.0,CONCACAF
Northern Ireland,1.9031332856820509,0.7921205635183984,8.0,UEFA
Saudi Arabia,1.3531245452760399,1.0582376314040611,18.0,AFC
Equatorial Guinea,0.944171488371003,1.7784019774810949,10.0,CAF
Jordan,1.6620490706105857,0.9761135439695752,14.0,AFC
Guinea,1.2147992699695198,0.8608967455926857,6.0,CAF
New Zealand,1.7072764661805162,0.9421298162229457,8.0,OFC
Namibia,0.7741885257784584,1.5084118861117906,6.0,CAF
Zambia,1.0280120581612808,1.1322081306614364,8.0,CAF
Comoros,1.2491921492134317,1.029072744189509,14.0,CAF
Luxembourg,0.3344004428535241,1.0540278533770797,8.0,UEFA
Cape Verde,1.3005077010912602,0.6718009849066008,9.0,CAF
Estonia,1.4998396996135062,1.2281321930792233,8.0,UEFA
Uganda,1.486828488335565,1.081447004628591,11.0,CAF
Kazakhstan,0.9859752744105664,1.2372235782985488,8.0,UEFA
Togo,0.43727341369994105,0.950962638356767,4.0,CAF
Oman,0.9352511153663231,0.940384885650084,11.0,AFC
Benin,1.0871845334098216,0.8600880243823996,10.0,CAF
Armenia,1.3415367486186798,1.2559000385084387,8.0,UEFA
Azerbaijan,1.3137662823844594,1.0896395280678428,8.0,UEFA
United Arab Emirates,1.5366530600793218,1.379907326304959,13.0,AFC
Angola,1.136269774478995,1.2815968284838353,9.0,CAF
Gambia,1.4007297236775826,1.24900932264381,7.0,CAF
Guatemala,1.4715423982894924,1.360886526787673,14.0,CONCACAF
Mauritania,0.42413477131480914,0.9018817164802454,9.0,CAF
Iraq,1.1257585512324404,1.0665098402089568,12.0,AFC
Botswana,0.6354169541947935,1.5189496550405013,7.0,CAF
Zimbabwe,0.9769629558590186,1.3437087391535767,11.0,CAF
Mozambique,1.0003389308700377,1.242320022596673,11.0,CAF
Belarus,1.6102084572823963,0.9428140849719288,7.0,UEFA
Kenya,0.704229605683245,1.0694757982485483,7.0,CAF
Sierra Leone,1.1615898171921968,1.5670074017462012,4.0,CAF
Palestine,1.0497749915570092,0.8615438307342298,8.0,AFC
Moldova,1.2687904689735776,1.235934305946591,8.0,UEFA
Central African Republic,0.664186890799274,1.8247103003492608,5.0,CAF
Sudan,0.6348487300471815,1.2071559938507894,13.0,CAF
Malta,1.2505732593594694,1.0092897154729736,8.0,UEFA
Tanzania,0.9910903046413455,1.4102391413973108,10.0,CAF
Rwanda,0.3837984215067906,1.1986728111167078,6.0,CAF
Guinea-Bissau,0.5728092478920201,1.3734069698701183,6.0,CAF
El Salvador,0.42116084343813265,1.3450533358570338,12.0,CONCACAF
Latvia,0.9292996820914005,0.9961869486258675,8.0,UEFA
