team,confed,off,def,spi
Kenya,CAF,1.1061166092747028,1.1503490327631558,46.690031298904536
Sierra Leone,CAF,1.0421353713868955,1.0969175880797808,46.52721439749609
Palestine,AFC,0.8555242988358477,0.89565531944367,46.4985758998435
Moldova,UEFA,0.9692350972904442,1.0298782043254295,46.37971048513303
Central African Republic,CAF,1.0559734604573348,1.1291427427582323,46.296917057902974
Sudan,CAF,0.818990782586284,0.8707765808719493,46.28187010954616
Malta,UEFA,0.8021755377095267,0.8611724266854569,46.181369327073554
Tanzania,CAF,0.8800615558185533,0.9593109439268812,46.03302816901408
Rwanda,CAF,0.9276591407336922,1.03427685229685,45.74613458528952
Guinea-Bissau,CAF,0.9725146136894764,1.0909890770563515,45.633748043818464
El Salvador,CONCACAF,0.873074428171297,0.985402059409132,45.598427230046944
Latvia,UEFA,0.9835849822889968,1.1259742139175866,45.40413145539906
Martinique,CONCACAF,0.9758394076942022,1.1179464574211715,45.40049295774648
Bahrain,AFC,0.9132580121077424,1.0846368152739996,44.98463223787167
Cyprus,UEFA,0.9078863478715672,1.0826970195997538,44.936541471048514
North Korea,AFC,1.0231032934217843,1.2242311024859798,44.766439749608764
Faroe Islands,UEFA,0.8555519343861507,1.0475461361096357,44.660712050078246
Congo,CAF,1.1079415908063948,1.330639050115842,44.63561815336463
Indonesia,AFC,0.6159608175993476,0.8015737404576714,44.37518779342724
Malawi,CAF,0.9026540569833802,1.1466842172319722,44.1104303599374
Niger,CAF,0.9773616191455424,1.232351216389704,44.09317683881064
Liberia,CAF,0.9203876934756302,1.1696517689927983,44.05507824726134
Swaziland,CAF,0.8134872157781393,1.0551489320276533,44.012402190923325
Andorra,UEFA,0.4822628797823617,0.6781081613236571,43.99878716744914
Trinidad and Tobago,CONCACAF,0.8623795691046257,1.1316270827023136,43.770414710485134
Libya,CAF,0.9539810473980512,1.2431879363853782,43.65485133020344
Ethiopia,CAF,0.910206513126159,1.196676224077393,43.62372456964006
Lithuania,UEFA,0.8582230678200974,1.149999453049782,43.52458528951487
Syria,AFC,0.8323862938003239,1.1188553106963666,43.50182316118936
China PR,AFC,0.8929436184637289,1.2076060156059565,43.29615023474178
San Marino,UEFA,0.3546076898098789,0.6140743054943587,42.88679186228482
Haiti,CONCACAF,1.0046564882603777,1.421069821738626,42.352629107981215
Tajikistan,AFC,0.562366394460305,0.9137217659977676,42.24441314553991
Suriname,CONCACAF,0.7414516227816935,1.136159935328432,42.11453834115806
Somalia,CAF,0.5701889971948505,0.9470367994505156,41.96467918622848
Nicaragua,CONCACAF,0.7767387797889121,1.1976406713364751,41.91410015649452
South Sudan,CAF,0.7426802445819575,1.179313545313753,41.61581377151799
Lesotho,CAF,0.7270399071291672,1.1674413445331004,41.53153364632238
Madagascar,CAF,0.8674144706835567,1.3361546964982327,41.50141627543036
Chinese Taipei,AFC,0.3069470982168653,0.6944889916302945,41.20524256651017
Kyrgyzstan,AFC,0.8509913433630346,1.3720013997088942,40.9333020344288
Djibouti,CAF,0.6656230635802871,1.167916526203043,40.70464006259781
Cuba,CONCACAF,0.6662961294921006,1.201131515475123,40.35787167449139
Gibraltar,UEFA,0.4150725125499567,0.9373843701270348,39.85014084507042
Burundi,CAF,0.7568970145904235,1.3854682979699338,39.55275430359937
Kuwait,AFC,0.6729204521503159,1.3655473534133191,38.610281690140845
Dominican Republic,CONCACAF,0.7095988813805718,1.4406398245208858,38.30171361502347
India,AFC,0.3221065661533629,0.9597820319289464,38.2489123630673
Vietnam,AFC,0.5891177543539158,1.31934119246365,37.99599374021909
St. Martin,CONCACAF,0.2067126859438007,0.8546033934070294,37.73770735524256
Chad,CAF,0.4271270082489737,1.1791234214405808,37.29005477308294
Lebanon,AFC,0.4156239335344188,1.1831890031405128,37.10433489827856
Curacao,CONCACAF,0.5544019548658093,1.3939913503302828,36.744968701095466
Montserrat,CONCACAF,0.5746567658600381,1.4358663908695604,36.532183098591545
Thailand,AFC,0.6000992207511772,1.4777715543629089,36.49184663536776
