team,name,confed,prior_matches,new_matches,total_matches,prior_weight,new_weight,prior_off,prior_xG_scaled,new_xG,pooled_xG_pre_normalization,xG,prior_def,prior_xGA_scaled,new_xGA,pooled_xGA_pre_normalization,xGA
Afghanistan,Afghanistan,AFC,19.0,3.0,22.0,0.8636363636363636,0.13636363636363635,0.2313189578826256,0.23131895788262555,0.0166341035092476,0.202043750468074,0.20324307167006075,1.061477166431971,1.0614771664319713,2.034003264598649,1.1940943616365183,1.2099666677925538
Albania,Albania,UEFA,38.0,4.0,42.0,0.9047619047619048,0.09523809523809523,1.3931974156061129,1.3931974156061127,0.632297185464003,1.3207307270211497,1.3285705159745929,0.6784836932682188,0.6784836932682189,1.1204153768351683,0.7205724250364999,0.7301505174429505
Algeria,Algeria,CAF,50.0,8.0,58.0,0.8620689655172413,0.13793103448275862,1.5958287207118154,1.595828720711815,1.6948367316646678,1.6094849980846222,1.6190388173837127,0.793316064650674,0.7933160646506741,0.6190604046708758,0.7692808012051846,0.7795063418232264
Andorra,Andorra,UEFA,34.0,5.0,39.0,0.8717948717948718,0.1282051282051282,0.4947219311982356,0.4947219311982355,0.1329610682417662,0.4483423333833035,0.45100367017263304,0.7261456908213006,0.7261456908213008,0.8563441348128401,0.7428377990253443,0.752711850314094
Angola,Angola,CAF,42.0,2.0,44.0,0.9545454545454546,0.045454545454545456,1.034597100738743,1.0345971007387427,1.095825835144982,1.0373802250299353,1.043538060130095,1.004536952774461,1.0045369527744612,0.6043761445040883,0.9863478251258079,0.9994586940484953
Anguilla,Anguilla,CONCACAF,19.0,2.0,21.0,0.9047619047619048,0.09523809523809523,0.0410725969658494,0.041072596965849396,0.0008626321641536,0.03724307650854503,0.03746414947507052,2.271038316654266,2.2710383166542663,3.3582860628041438,2.3745857210494927,2.406149517654807
Antigua and Barbuda,Antigua and Barbuda,CONCACAF,21.0,0.0,21.0,1.0,0.0,0.2359969579381755,0.23599695793817543,0.2359969579381754,0.23599695793817543,0.23739782361505937,2.0468583878365623,2.0468583878365627,2.0468583878365627,2.0468583878365627,2.074065921875385
Argentina,Argentina,CONMEBOL,45.0,11.0,56.0,0.8035714285714286,0.19642857142857142,2.512459840641836,2.5124598406418355,2.425235135045325,2.4953264163282354,2.510138544246307,0.3395617875315242,0.3395617875315243,0.7540256124438818,0.4209743245678802,0.4265700576841593
Armenia,Armenia,UEFA,34.0,3.0,37.0,0.918918918918919,0.08108108108108109,1.2361748732243505,1.2361748732243503,0.9676520348638438,1.21440275119512,1.221611382810229,1.138354649287806,1.1383546492878063,1.3433636598123675,1.1549770014925005,1.1703293464660958
Aruba,Aruba,CONCACAF,19.0,2.0,21.0,0.9047619047619048,0.09523809523809523,0.2025350153704663,0.20253501537046625,0.2245746483251162,0.20463402803281389,0.2058487249878008,1.869371847110305,1.8693718471103051,0.4831903772531311,1.7373545642667647,1.760448068793354
Australia,Australia,AFC,40.0,8.0,48.0,0.8333333333333334,0.16666666666666666,1.5133012618974064,1.513301261897406,1.5947718845214298,1.52687969900141,1.535943177538376,0.6944756119222258,0.694475611922226,0.7635071870815621,0.705980874448782,0.715365011029244
Austria,Austria,UEFA,38.0,7.0,45.0,0.8444444444444444,0.15555555555555556,1.925730398209912,1.9257303982099117,1.7820709010288704,1.903383365315083,1.9146817500473143,0.788801525521172,0.7888015255211721,0.8797409374859796,0.8029476562712533,0.8136207081146116
Azerbaijan,Azerbaijan,UEFA,33.0,4.0,37.0,0.8918918918918919,0.10810810810810811,1.136430583070182,1.1364305830701817,0.4885579731694575,1.066390300918752,1.072720338321651,1.0280192312332632,1.0280192312332634,2.374489179505592,1.173583549965407,1.1891832194749496
