team,xG,xGA,matches,confed
Afghanistan,0.23131895788262566,1.061477166431971,23.0,AFC
Albania,1.3931974156061129,0.6784836932682188,43.0,UEFA
Algeria,1.5958287207118154,0.793316064650674,55.0,CAF
Andorra,0.49472193119823565,0.7261456908213006,40.0,UEFA
Angola,1.034597100738743,1.004536952774461,49.0,CAF
Anguilla,0.041072596965849445,2.271038316654266,22.0,CONCACAF
Antigua and Barbuda,0.23599695793817557,2.0468583878365623,25.0,CONCACAF
Argentina,2.512459840641836,0.3395617875315242,51.0,CONMEBOL
Armenia,1.2361748732243503,1.138354649287806,40.0,UEFA
Aruba,0.2025350153704663,1.869371847110305,22.0,CONCACAF
Australia,1.5133012618974064,0.6944756119222258,47.0,AFC
Austria,1.9257303982099119,0.788801525521172,44.0,UEFA
Azerbaijan,1.136430583070182,1.0280192312332632,39.0,UEFA
Bahamas,0.2436675648213603,2.0085080878164576,23.0,CONCACAF
Bahrain,0.8812131422896659,1.0716299440095112,60.0,AFC
Bangladesh,0.11885364630512761,1.1303893352310765,38.0,AFC
Barbados,0.31354599584659676,2.2081326253961056,31.0,CONCACAF
Belarus,1.0001013364682503,0.8927613769041055,39.0,UEFA
Belgium,2.069018019717786,0.632477338791048,46.0,UEFA
Belize,0.22459093461359292,1.8485264559404901,31.0,CONCACAF
Benin,1.1617895980036894,1.0248487977959073,37.0,CAF
Bermuda,0.633074277657669,1.8990928635286688,31.0,CONCACAF
Bhutan,0.042555287912999194,2.5757622116891925,18.0,AFC
Bolivia,1.4056085640679294,0.7205739689494467,42.0,CONMEBOL
Bonaire,0.06815065127503095,1.4247787674715378,20.0,CONCACAF
Bosnia and Herzegovina,1.4759130004179486,0.9109343501366182,37.0,UEFA
Botswana,0.9027824003766154,1.0366604058968159,38.0,CAF
Brazil,2.340930537472698,0.5114770750632779,46.0,CONMEBOL
British Virgin Islands,0.1256733172347583,1.1562616840269853,22.0,CONCACAF
Brunei,0.04344624634590446,2.5537174016414657,28.0,AFC
Bulgaria,1.2482107963532854,0.9548413703955219,40.0,UEFA
Burkina Faso,1.3797048689044675,0.9583471963492656,52.0,CAF
Burundi,0.5985379340248457,1.2304511985708455,28.0,CAF
Cambodia,0.14878024666657141,1.2695760455021048,31.0,AFC
Cameroon,1.4578521227805008,0.8265179625071901,48.0,CAF
Canada,1.6368723736956436,0.6381508079666979,54.0,CONCACAF
Cape Verde,1.099045304331678,0.8356453144835081,43.0,CAF
Cayman Islands,0.12509151119481413,2.284491136335869,20.0,CONCACAF
Central African Republic,0.9423700106437176,1.200449818442596,27.0,CAF
Chad,0.6084826380548147,1.1264051167210363,25.0,CAF
Chile,1.2966312944533607,0.6457233665634682,42.0,CONMEBOL
China,0.8713372343185062,1.1321736958308126,36.0,AFC
Colombia,2.108255386883722,0.5060515055674459,46.0,CONMEBOL
Comoros,1.1871917603931963,0.9954630472255389,46.0,CAF
Congo,1.0702967762302171,1.296262048205711,22.0,CAF
Costa Rica,1.2020938188134882,0.8745367511675689,58.0,CONCACAF
Croatia,1.9945839172242439,0.6273256781042911,49.0,UEFA
Cuba,0.5485126643103561,1.2285865716531186,38.0,CONCACAF
Curaçao,0.6443220591673737,1.1131235181917616,35.0,CONCACAF
