team,xG,xGA,matches,confed
Cameroon,1.4446527752648017,0.8389207597641183,44.0,CAF
Canada,1.6890275307210714,0.6606679327163955,55.0,CONCACAF
Cape Verde,1.180628808704406,0.8516985313158804,45.0,CAF
Cayman Islands,0.11029594232714672,2.176353516421441,20.0,CONCACAF
Central African Republic,0.9098776506562861,1.2235251337916897,25.0,CAF
Chad,0.6120945593697246,1.1413776745378397,23.0,CAF
Chile,1.4204021505177655,0.7211358241627154,39.0,CONMEBOL
China,0.8210671155927628,1.1149983658372455,36.0,AFC
Colombia,2.1068643192111063,0.5237148445125924,50.0,CONMEBOL
Comoros,1.1335418898939402,0.982051766018005,43.0,CAF
Congo,1.0766500022675343,1.313492401809737,18.0,CAF
Costa Rica,1.2214568195372384,0.9125324537085573,53.0,CONCACAF
Croatia,2.087386003225501,0.69687158151138,51.0,UEFA
Cuba,0.572493403664305,1.294524681323831,34.0,CONCACAF
Curaçao,0.7118102261285638,1.1195068039503784,39.0,CONCACAF
Cyprus,0.9851359311049241,1.0610230180765945,38.0,UEFA
Czech Republic,1.8743649748123608,0.8669438611859829,44.0,UEFA
DR Congo,1.4580253845303066,0.769695670720848,51.0,CAF
Denmark,2.003543278774311,0.6433761759223402,43.0,UEFA
Djibouti,0.5652061327899117,1.238601504324276,16.0,CAF
Dominica,0.21278416467227051,1.7834300399275638,21.0,CONCACAF
Dominican Republic,0.7796264225618478,1.3060122905976064,35.0,CONCACAF
East Timor,0.021517903227012202,2.590342817590653,18.0,AFC
Ecuador,1.690246474081649,0.587510280512994,49.0,CONMEBOL
Egypt,1.617581004188236,0.7537254193461078,54.0,CAF
El Salvador,0.7429315734608993,0.9994637699868008,45.0,CONCACAF
England,2.143702579609198,0.5324745421829798,56.0,UEFA
Equatorial Guinea,0.9917217916908857,1.012901228409942,39.0,CAF
Estonia,1.1095257426791763,0.9697769022425818,42.0,UEFA
Eswatini,0.7492782760267599,1.091836890715638,27.0,CAF
Ethiopia,0.862908799656302,1.1053979169262804,27.0,CAF
Faroe Islands,0.9376725298495516,0.9650482645373023,37.0,UEFA
Fiji,0.3012782637493215,2.0586226943029406,30.0,OFC
Finland,1.3826897420361652,0.9254637278144108,40.0,UEFA
France,2.3874112526150704,0.6251658005560121,57.0,UEFA
Gabon,1.4051359702932507,1.064441223823675,33.0,CAF
Gambia,1.2374993063667075,1.1131595333164024,29.0,CAF
Georgia,1.6259015896628655,0.8030754924586677,40.0,UEFA
Germany,2.3220822840600825,0.788828950854603,50.0,UEFA
Ghana,1.3880994472109585,0.8622566432944047,46.0,CAF
Gibraltar,0.4003200567628293,0.9817511570554545,36.0,UEFA
Greece,1.595743731446899,0.7087451154781665,38.0,UEFA
Grenada,0.39516983445336895,1.3347192501362315,32.0,CONCACAF
Guadeloupe,0.7905514981414224,0.2919306830494844,24.0,CONCACAF
Guatemala,1.02748854115366,0.983171108897974,54.0,CONCACAF
Guinea,1.1532512429405217,0.9677954630558576,38.0,CAF
Guinea-Bissau,0.8588985795903095,1.1026888325100572,31.0,CAF
Guyana,0.5421072977941516,1.6116966349170625,30.0,CONCACAF
Haiti,1.0758627531856721,1.153907383677648,37.0,CONCACAF
Honduras,1.0948035529902445,0.8785899193671352,47.0,CONCACAF
Hong Kong,0.27845346643033825,1.135632924034434,44.0,AFC
Hungary,1.8042984815095002,0.7253020519891739,41.0,UEFA
Iceland,1.5628010788617395,0.9112146788374418,45.0,UEFA
India,0.26420223310307944,1.1205740913288986,35.0,AFC
Indonesia,0.6067874169292283,0.7660818860593487,51.0,AFC
Iran,1.5300361771210464,0.7266891856670461,48.0,AFC
Iraq,1.0468076830223834,0.9906696124976344,56.0,AFC
Israel,1.7587678770743758,0.9690762000500169,35.0,UEFA
Italy,2.2004062156633126,0.633872470950015,42.0,UEFA
Ivory Coast,1.540870353457802,0.7261634896336316,52.0,CAF
Jamaica,1.1466897784027215,0.9869897507693012,57.0,CONCACAF
Japan,1.8821745884156718,0.6703659909410817,51.0,AFC
Jordan,1.3866936981306985,0.916774163531316,56.0,AFC
Kazakhstan,1.1601354489806288,0.9834704194698453,39.0,UEFA
Kenya,0.9780544070059839,1.100979368214692,31.0,CAF
Kosovo,1.45651425530342,0.8913654013118656,37.0,UEFA
Kuwait,0.7629949497676266,1.3081768878945566,47.0,AFC
Kyrgyzstan,0.8043579479045735,1.260935356141955,33.0,AFC
Laos,0.06476415301304582,2.581929246358772,23.0,AFC
Latvia,0.9208279597380952,1.1166983428939297,36.0,UEFA
Lebanon,0.37095691270631115,1.047325295455504,35.0,AFC
Lesotho,0.6885752797973052,1.0905610856119743,33.0,CAF
Liberia,0.9267912568190421,1.1976402737483736,30.0,CAF
Libya,0.9107159600338053,1.0613993396102137,32.0,CAF
Liechtenstein,0.19285378511068133,0.9901735144140208,37.0,UEFA
Lithuania,0.8545477043059179,1.0694566274066502,38.0,UEFA
Luxembourg,0.9157441332522394,0.8763962682488502,36.0,UEFA
Madagascar,1.015583040088767,1.2260714835646518,32.0,CAF
Malawi,0.7921864891048652,1.101396299022686,32.0,CAF
Malaysia,0.38123536230418203,1.3331040286017848,44.0,AFC
Maldives,0.03867168183814701,1.4602324732989589,23.0,AFC
Mali,1.2754717056022404,0.7131413328292234,39.0,CAF
Malta,0.9330466329500906,0.8555280349074637,35.0,UEFA
Martinique,0.8243491066328585,1.2625310734885828,21.0,CONCACAF
Mauritania,0.8887863274218781,0.891880525594814,39.0,CAF
Mauritius,0.4198962560581075,1.2381658695025153,24.0,CAF
Mexico,1.8383782708354095,0.5228497060297586,70.0,CONCACAF
Moldova,1.0082782083091144,1.1058588998601724,37.0,UEFA
Montenegro,1.3156787170535353,0.9526479047188711,38.0,UEFA
Montserrat,0.5039927515335189,1.51032333258455,18.0,CONCACAF
Morocco,1.7841142777753727,0.4910098523249136,67.0,CAF
Mozambique,1.0139593689784292,1.1006135466633349,40.0,CAF
Myanmar,0.21116448289999912,1.7194025245538511,35.0,AFC
Namibia,1.0186780785125438,1.0005362300131992,32.0,CAF
Nepal,0.10482242086532291,1.2371224444113045,30.0,AFC
Netherlands,2.412776015267747,0.7118343227974352,51.0,UEFA
New Caledonia,0.40682767843599105,1.616222703877228,17.0,OFC
New Zealand,1.16519758406809,0.8460187600720673,38.0,OFC
Nicaragua,0.687580205757828,1.1527217188957763,38.0,CONCACAF
Niger,0.9818177342181291,1.1098521099581966,34.0,CAF
Nigeria,1.662060438100007,0.8967930062102044,50.0,CAF
North Korea,0.9775016802118941,1.2437980779416964,18.0,AFC
North Macedonia,1.2481493299171824,0.7890884833815704,39.0,UEFA
Northern Ireland,1.3154468295413861,0.8035798888708926,36.0,UEFA
Norway,2.0329619290986485,0.8085549610495388,44.0,UEFA
Oman,1.0213180897483911,0.9797948080706728,55.0,AFC
Pakistan,0.08109997585134192,0.8274687060596544,24.0,AFC
Palestine,0.8187886762042873,0.8099522872428702,35.0,AFC
Panama,1.5292551491532038,0.9394490868631136,62.0,CONCACAF
Papua New Guinea,0.3434921649758615,1.4170469055633603,24.0,OFC
Paraguay,1.5462212530413133,0.6259610301179113,43.0,CONMEBOL
Peru,1.3739355293807862,0.7183367441816965,39.0,CONMEBOL
Philippines,0.20773632287924554,2.152362761738375,36.0,AFC
Poland,2.0796978243672366,0.8582826284657689,44.0,UEFA
Portugal,2.0231931514211015,0.6219042450696811,53.0,UEFA
Puerto Rico,0.35397489183615166,1.604853546391986,28.0,CONCACAF
Qatar,1.3206231415985714,1.0422419378775585,61.0,AFC
Republic of Ireland,1.49694998988055,0.763543822188601,39.0,UEFA
Romania,1.3635819642555087,0.8365319029879605,42.0,UEFA
Rwanda,0.8284740748924369,0.9605955344391904,28.0,CAF
Saint Kitts and Nevis,0.16064864903833012,2.4482684897611287,34.0,CONCACAF
Saint Lucia,0.25140209867911417,2.433956858613378,26.0,CONCACAF
Saint Martin,0.14444957728176072,1.4464630990261922,17.0,CONCACAF
Saint Vincent and the Grenadines,0.47376949663156326,1.7067392832849086,33.0,CONCACAF
San Marino,0.36319178086097115,0.7611979640812369,38.0,UEFA
Saudi Arabia,1.1355767386773805,0.855140234890821,71.0,AFC
Scotland,1.7663497991505823,0.7429475829342033,44.0,UEFA
Senegal,1.7354124806964473,0.7142065858091978,55.0,CAF
Serbia,1.702580333716577,0.8194235027529182,43.0,UEFA
Seychelles,0.20329853413327803,1.191018483062146,18.0,CAF
Sierra Leone,1.0108442511299753,1.1516642948095477,29.0,CAF
Singapore,0.26386833643188445,1.558139056064417,40.0,AFC
Sint Maarten,0.12955251237479404,2.656690814285577,19.0,CONCACAF
Slovakia,1.582862830613846,0.7624562233508796,42.0,UEFA
Slovenia,1.580113444074344,0.7887828553429025,43.0,UEFA
Solomon Islands,0.38673838904147345,1.917300034513688,29.0,OFC
Somalia,0.4587583840209177,0.9776376823020664,16.0,CAF
South Africa,1.2568663154581872,0.7757912730239522,57.0,CAF
South Korea,1.555055707400532,0.7128096179970999,54.0,AFC
South Sudan,0.6623756911328472,1.1097156809425288,25.0,CAF
Spain,2.373726464238836,0.48577149336529934,56.0,UEFA
Sri Lanka,0.07297472844891131,1.410155266568386,21.0,AFC
Sudan,0.7336212055924846,0.9477312370588616,36.0,CAF
Suriname,0.9146055896384918,1.0570650878838397,30.0,CONCACAF
Sweden,1.9565861642433413,0.8943036512926491,45.0,UEFA
Switzerland,2.107346055774737,0.7415294443091169,52.0,UEFA
Syria,0.8462561720825478,1.0235191432464343,43.0,AFC
São Tomé and Príncipe,0.603570895782948,1.4330671301914633,16.0,CAF
Taiwan,0.26918416668648126,1.1283065137478785,23.0,AFC
Tajikistan,0.48431507552880393,0.9626827216462037,36.0,AFC
Tanzania,0.8535320145910325,1.089911918606653,38.0,CAF
Thailand,0.5484866677548335,1.3461977552681457,56.0,AFC
Togo,1.1598027706328513,1.0724800582767748,29.0,CAF
Trinidad and Tobago,0.8729457409026297,1.2146407309443408,49.0,CONCACAF
Tunisia,1.2956048470482857,0.6911355994852042,55.0,CAF
Turkey,1.910274795591468,0.8285233689031556,46.0,UEFA
Turkmenistan,0.44577978211519853,1.4031566410782037,18.0,AFC
Turks and Caicos Islands,0.005137929345992901,2.553829713509548,13.0,CONCACAF
Uganda,1.1835230952991331,0.9828389539958737,34.0,CAF
Ukraine,1.9685192009014592,0.8176429186662941,40.0,UEFA
United Arab Emirates,1.2078841825917077,1.1187542510990371,48.0,AFC
United States,2.0152212818419772,0.7204284906391177,65.0,CONCACAF
United States Virgin Islands,0.018888077759754103,2.6208582182672826,14.0,CONCACAF
Uruguay,1.651950133497907,0.5388061318842664,47.0,CONMEBOL
Uzbekistan,1.266693840519035,0.7661340482327799,49.0,AFC
Vanuatu,0.22533701523916022,1.7325501196994215,26.0,OFC
Venezuela,1.697844662643753,0.7256121585721962,40.0,CONMEBOL
Vietnam,0.527879963335009,1.2951007401571997,45.0,AFC
Wales,1.6270138042147257,0.8427431176285074,39.0,UEFA
Yemen,0.2264013228814026,1.3929497635835189,22.0,AFC
Zambia,1.212683250233639,1.1162266789422244,37.0,CAF
Zimbabwe,0.9788111796058221,1.1186005833763952,26.0,CAF
