team,xG,xGA,matches
Spain,2.745318956935567,0.4607948127050478,8.0
Netherlands,2.07461493855989,0.6097655574845476,8.0
France,2.619111211542294,0.6432854194299562,8.0
England,2.1827179607898732,0.18761102506188104,8.0
Germany,1.8734222635494864,0.6748767110918992,8.0
Italy,2.005076974970129,0.7354244118246982,8.0
Belgium,1.7462894955143837,0.844408993336069,8.0
Portugal,2.2828001236543445,0.9678553375009054,8.0
Croatia,1.6779575623388132,0.6516751406924638,8.0
Denmark,2.031902506377127,0.7175363244404542,8.0
Switzerland,2.3711665800538677,0.46692784038080254,8.0
Poland,2.1230002270936534,0.9477577838470472,8.0
Scotland,1.9768129204599216,0.903033783216823,8.0
Austria,1.6256328054557978,0.8979621581921041,8.0
Serbia,1.0725796675926735,0.9722279320696389,8.0
Ukraine,1.8788341718698025,1.175952788812535,8.0
Sweden,1.6791887938014338,1.096959094982763,8.0
Hungary,2.1581403012335887,1.0038130513741326,8.0
Turkey,2.1007224130027704,1.0206328183290077,8.0
Norway,2.1832127851978806,0.6887103339400785,8.0
Greece,1.9234824155124124,0.9649222509883222,8.0
Czech Republic,1.5782443988870882,0.5706029957576157,8.0
Slovenia,1.168187153746649,0.794372629960509,8.0
Georgia,1.600563902840491,0.9742737962499824,8.0
Wales,1.581669250550994,0.8883622888544732,8.0
Slovakia,1.5371314470105173,0.6401268996402869,8.0
Israel,1.3934406217678343,0.9122076090947746,8.0
Albania,1.325806260136937,0.6029535102940872,8.0
Iceland,1.9776014987155748,0.8870555316734687,8.0
Republic of Ireland,1.8731533178487658,0.7828083529864158,8.0
North Macedonia,1.54636337979052,0.7712346238997934,8.0
Romania,1.8614814833209041,1.1320490713514717,8.0
Montenegro,0.9413902654692946,1.50132404306514,8.0
Finland,1.2295664388842962,1.150733825655809,8.0
Bosnia and Herzegovina,2.0006942314718508,1.138791937165268,8.0
Bulgaria,0.9996610691299621,1.2278013756595987,8.0
Kosovo,1.9992491319968397,0.6324019530511504,8.0
Northern Ireland,1.9031332856820509,0.7921205635183984,8.0
Luxembourg,0.3344004428535241,1.0540278533770797,8.0
Estonia,1.4998396996135062,1.2281321930792233,8.0
Kazakhstan,0.9859752744105664,1.2372235782985488,8.0
Armenia,1.3415367486186798,1.2559000385084387,8.0
Azerbaijan,1.3137662823844594,1.0896395280678428,8.0
Belarus,1.6102084572823963,0.9428140849719288,7.0
Moldova,1.2687904689735776,1.235934305946591,8.0
Malta,1.2505732593594694,1.0092897154729736,8.0
Latvia,0.9292996820914005,0.9961869486258675,8.0
Cyprus,1.4502085037376018,1.2411530959972545,8.0
Faroe Islands,1.4764066660206183,0.7534229475980129,8.0
Andorra,0.6467268004606944,1.092208261211106,8.0
Lithuania,0.9504661864452864,0.9359233540315696,8.0
San Marino,0.43357156938949726,1.276147927191336,8.0
Gibraltar,0.4965220680145103,1.222304896212176,8.0
Liechtenstein,0.2256030061753707,1.1046140517311025,8.0
