team,xG,xGA,matches
Morocco,1.6524248600422242,0.2420586545790561,21.0
Egypt,1.1716580837123052,0.9720059918591933,16.0
Senegal,1.917629443039,0.6678345605249693,15.0
Algeria,1.6116959601242435,0.7529065445626084,18.0
Mali,1.3465236308747428,1.1297988906870766,11.0
Cameroon,1.3017092679631703,0.9317031889490158,12.0
Tunisia,1.7395065425116285,0.9758811824917079,16.0
Nigeria,1.8637661604869973,0.9379211059548709,15.0
Ivory Coast,1.3459068291077882,0.6085858592390448,13.0
DR Congo,1.8974027679584655,0.7601968445341055,12.0
South Africa,1.413376451420174,0.9010190474681469,11.0
Burkina Faso,1.3024265375710489,0.8631274192967208,12.0
Ghana,1.4558759689325917,0.7445138330987576,8.0
Gabon,1.4629334736932684,1.0993524655463711,10.0
Equatorial Guinea,0.944171488371003,1.7784019774810949,10.0
Guinea,1.2147992699695198,0.8608967455926857,6.0
Namibia,0.7741885257784584,1.5084118861117906,6.0
Zambia,1.0280120581612808,1.1322081306614364,8.0
Comoros,1.2491921492134317,1.029072744189509,14.0
Cape Verde,1.3005077010912602,0.6718009849066008,9.0
Uganda,1.486828488335565,1.081447004628591,11.0
Togo,0.43727341369994105,0.950962638356767,4.0
Benin,1.0871845334098216,0.8600880243823996,10.0
Angola,1.136269774478995,1.2815968284838353,9.0
Gambia,1.4007297236775826,1.24900932264381,7.0
Mauritania,0.42413477131480914,0.9018817164802454,9.0
Botswana,0.6354169541947935,1.5189496550405013,7.0
Zimbabwe,0.9769629558590186,1.3437087391535767,11.0
Mozambique,1.0003389308700377,1.242320022596673,11.0
Kenya,0.704229605683245,1.0694757982485483,7.0
Sierra Leone,1.1615898171921968,1.5670074017462012,4.0
Central African Republic,0.664186890799274,1.8247103003492608,5.0
Sudan,0.6348487300471815,1.2071559938507894,13.0
Tanzania,0.9910903046413455,1.4102391413973108,10.0
Rwanda,0.3837984215067906,1.1986728111167078,6.0
Guinea-Bissau,0.5728092478920201,1.3734069698701183,6.0
Congo,1.1712500994194162,1.5338761496455207,3.0
Malawi,0.8227324377313625,0.9813358724849599,6.0
Niger,1.561167442318259,0.9500528905562903,8.0
Liberia,1.2305570895537312,1.4831625239615638,5.0
Eswatini,0.48591334202253433,1.7394488724773496,4.0
Libya,0.9534919951855656,0.3484069563104348,6.0
Ethiopia,0.9919362566459738,1.2126132115340444,4.0
Somalia,0.28552970240136744,1.1390096661786566,6.0
South Sudan,0.4113003846937309,0.9891326137405922,5.0
Lesotho,0.6341831005700532,0.9825561461755647,6.0
Madagascar,1.8784863028958487,0.9261286439768106,6.0
Djibouti,0.37825745650165715,1.574673201158411,5.0
Burundi,0.14337438170777483,0.9371029101443855,6.0
Chad,1.0626527058629947,1.1829880274893791,8.0
Mauritius,0.48591334202253433,1.3053114247215445,4.0
São Tomé and Príncipe,0.8842710047298239,1.240547006720003,4.0
Seychelles,0.0034276421010776097,1.6357529139778229,4.0
