team,name,confed,prior_matches,new_matches,total_matches,prior_weight,new_weight,prior_off,prior_xG_scaled,new_xG,pooled_xG_pre_normalization,xG,prior_def,prior_xGA_scaled,new_xGA,pooled_xGA_pre_normalization,xGA
Australia,Australia,AFC,39.0,8.0,47.0,0.8297872340425532,0.1702127659574468,1.5074565571616148,1.4819077399424618,1.9160499587208988,1.5558042878196428,1.5133012618974064,0.7192110413470046,0.7192110413470046,0.769325140297676,0.7277411007428636,0.6944756119222258
Austria,Austria,UEFA,36.0,8.0,44.0,0.8181818181818182,0.18181818181818182,2.094014611870481,2.058524636176821,1.6256328054557978,1.9798170305911802,1.9257303982099119,0.8107237027921335,0.8107237027921335,0.8979621581921041,0.8265852401375827,0.788801525521172
Azerbaijan,Azerbaijan,UEFA,31.0,8.0,39.0,0.7948717948717948,0.20512820512820512,1.1503175114650008,1.130821591861356,1.3137662823844594,1.168348707866095,1.136430583070182,1.0740671837802307,1.0740671837802307,1.0896395280678428,1.077261510813587,1.0280192312332632
Bahamas,Bahamas,CONCACAF,19.0,4.0,23.0,0.8260869565217391,0.17391304347826086,0.3080869958156537,0.30286544677246746,0.0018290106594294,0.25051128397019995,0.2436675648213603,1.9441687314464509,1.9441687314464509,2.867315150197835,2.1047159347075612,2.0085080878164576
Bahrain,Bahrain,AFC,50.0,10.0,60.0,0.8333333333333334,0.16666666666666666,0.9132580121077424,0.8977798466412691,0.9468796950619208,0.9059631547113777,0.8812131422896659,1.0846368152739996,1.0846368152739996,1.3145830243399312,1.1229611834516549,1.0716299440095112
Bangladesh,Bangladesh,AFC,31.0,7.0,38.0,0.8157894736842105,0.18421052631578946,0.1041630841932707,0.10239769759795285,0.2098514229369468,0.1221918048972412,0.11885364630512761,1.2146344539843672,1.2146344539843672,1.0512382788603387,1.1845351585667832,1.1303893352310765
Barbados,Barbados,CONCACAF,27.0,4.0,31.0,0.8709677419354839,0.12903225806451613,0.3763782936610108,0.36999932361088356,0.0007352101993544,0.3223523412352024,0.31354599584659676,2.372843056797372,2.372843056797372,1.916053884192872,2.3139025183967914,2.2081326253961056
Belarus,Belarus,UEFA,32.0,7.0,39.0,0.8205128205128205,0.1794871794871795,0.9164055557551196,0.9008740447929144,1.6102084572823965,1.028190477803847,1.0001013364682503,0.9339302499250032,0.9339302499250032,0.9428140849719288,0.9355247844206053,0.8927613769041055
Belgium,Belgium,UEFA,38.0,8.0,46.0,0.8260869565217391,0.17391304347826086,2.2453608595914973,2.2073058231659317,1.7462894955143835,2.12712907053088,2.069018019717786,0.6245339654996918,0.6245339654996918,0.844408993336069,0.6627731007755834,0.632477338791048
Belize,Belize,CONCACAF,27.0,4.0,31.0,0.8709677419354839,0.12903225806451613,0.2559783753275468,0.25163997851456454,0.090896324717397,0.23089886189557518,0.22459093461359292,2.054120656807354,2.054120656807354,1.1469870411562886,1.9370711580136681,1.8485264559404901
