team,xG,xGA,matches,confed
Spain,2.5433767584318074,0.5643713682380692,57.0,UEFA
Brazil,2.5471583554991484,0.5498549941844474,54.0,CONMEBOL
Belgium,2.2453608595914973,0.6245339654996918,52.0,UEFA
Netherlands,2.593979935529643,0.6382917735498188,54.0,UEFA
France,2.475536960683234,0.5855879532586685,56.0,UEFA
Argentina,2.713174703740239,0.3492213831307262,60.0,CONMEBOL
Italy,2.3768336773198,0.672151403622465,53.0,UEFA
England,2.2775792006298006,0.5203963035671281,58.0,UEFA
Germany,2.483323646597801,0.744508560885613,53.0,UEFA
Portugal,2.1051989585919313,0.5674736599351335,55.0,UEFA
Uruguay,1.7966466305743647,0.4986053765904857,56.0,CONMEBOL
Switzerland,2.1406762913867854,0.7883227665897747,54.0,UEFA
Denmark,2.0904545165205555,0.6549087121475059,52.0,UEFA
Colombia,2.2292719328016855,0.5453531481388241,56.0,CONMEBOL
Mexico,1.7821051101201868,0.5803333198091827,77.0,CONCACAF
Chile,1.416421612980521,0.6425660038923019,53.0,CONMEBOL
Croatia,2.159922976005524,0.6584867789541109,54.0,UEFA
Ecuador,1.8690198429832532,0.5709074463846332,57.0,CONMEBOL
United States,1.9778268625542312,0.6168373052624295,71.0,CONCACAF
Sweden,1.9551565001035258,0.8083232066457398,48.0,UEFA
Algeria,1.683263657512011,0.8694611797070024,57.0,CAF
Serbia,1.9763278262952442,0.7620894327111353,46.0,UEFA
Czech Republic,1.9554426899984885,0.8667178331393042,49.0,UEFA
Japan,1.8364372632851065,0.7323385302136188,55.0,AFC
Austria,2.0940146118704814,0.8107237027921335,49.0,UEFA
Morocco,1.794542542001677,0.5358776070019523,57.0,CAF
Russia,1.497903540035323,0.5308806576321276,27.0,UEFA
Poland,2.1743989995567694,0.8209404038390749,50.0,UEFA
Venezuela,1.9070144234707753,0.7246119198555324,49.0,CONMEBOL
Iran,1.601690465498914,0.7910435372788178,51.0,AFC
Peru,1.498493646219672,0.6438774626995604,54.0,CONMEBOL
Wales,1.6857229660954978,0.7917233968222195,47.0,UEFA
Paraguay,1.4200244232900556,0.6366178401273238,48.0,CONMEBOL
Norway,1.8906866065946135,0.7767955500200032,41.0,UEFA
Turkey,1.965782123571989,0.8426660690531879,50.0,UEFA
Canada,1.7724733696870527,0.7294157033690776,59.0,CONCACAF
Australia,1.5074565571616148,0.7192110413470046,49.0,AFC
Senegal,1.6335863708066232,0.741906048857671,60.0,CAF
Tunisia,1.248069998719553,0.5716136459104941,58.0,CAF
Ivory Coast,1.4313566520082246,0.853504536798317,48.0,CAF
Greece,1.7187016285469725,0.6582295739141604,41.0,UEFA
Ukraine,1.9800332974380415,0.7960698433061923,47.0,UEFA
Ghana,1.3438627246510453,0.9326851835576666,48.0,CAF
Bosnia and Herzegovina,1.4078954085524618,0.9037479172383177,39.0,UEFA
Egypt,1.6780816527327005,0.6556523929414856,55.0,CAF
Scotland,1.9880921092564985,0.6797832521124006,47.0,UEFA
Nigeria,1.5070392901147402,0.9242564254771757,48.0,CAF
South Korea,1.6810394035460048,0.7411668813396,58.0,AFC
Israel,1.892700752210266,1.0507932765962913,39.0,UEFA
Romania,1.328787334176065,0.7717784709777822,45.0,UEFA
Finland,1.413575313615515,0.9009066162339784,46.0,UEFA
Hungary,1.8176536334561992,0.7032336274440256,47.0,UEFA
Saudi Arabia,1.1373819800856646,0.8216283867456727,63.0,AFC
Qatar,1.5109911477941322,0.9988576126009479,69.0,AFC
