team,confed,off,def,spi
Argentina,CONMEBOL,2.510138544246307,0.4265700576841593,70.48460162601626
Spain,UEFA,2.3983608840081034,0.4945736800378343,68.64999186991871
Brazil,CONMEBOL,2.4216230226967403,0.6025587996116498,67.53573983739837
France,UEFA,2.412270531130201,0.6182447615967629,67.28814634146342
Netherlands,UEFA,2.4127760152677467,0.7118343227974352,66.14964227642275
England,UEFA,2.16441156570696,0.5238892716620447,66.00675609756098
Colombia,CONMEBOL,2.106864319211106,0.5237148445125924,65.46989430894308
Italy,UEFA,2.200406215663312,0.633872470950015,65.0090325203252
Germany,UEFA,2.322082284060082,0.788828950854603,64.34009756097561
Belgium,UEFA,2.1601191484241724,0.6845596878739513,63.98395121951219
Portugal,UEFA,2.023193151421101,0.6219042450696811,63.38424390243903
Croatia,UEFA,2.0873860032255007,0.69687158151138,63.091804878048784
Denmark,UEFA,2.0035432787743104,0.6433761759223402,62.8879918699187
Switzerland,UEFA,2.1073460557747365,0.7415294443091169,62.77320325203252
Mexico,CONCACAF,1.8383782708354093,0.5228497060297586,62.64981300813008
Morocco,CAF,1.7841142777753725,0.4910098523249136,62.48428455284552
USA,CONCACAF,2.015221281841977,0.7204284906391177,62.02559349593496
Japan,AFC,1.8821745884156715,0.6703659909410817,61.24876422764228
Norway,UEFA,2.032961929098648,0.8085549610495388,61.20894308943089
Poland,UEFA,2.079697824367236,0.8582826284657689,61.02708943089431
Uruguay,CONMEBOL,1.6519501334979068,0.5388061318842664,60.41206504065041
Ukraine,UEFA,1.9685192009014592,0.8176429186662942,60.376609756097565
Ecuador,CONMEBOL,1.6902464740816487,0.587510280512994,60.19915447154472
Austria,UEFA,1.9146817500473143,0.8136207081146116,59.78445528455284
Hungary,UEFA,1.8042984815095,0.7253020519891739,59.67485365853658
Turkey,UEFA,1.910274795591468,0.8285233689031555,59.590073170731706
Sweden,UEFA,1.9565861642433409,0.8943036512926491,59.29228455284553
Canada,CONCACAF,1.6890275307210711,0.6606679327163955,59.23751219512196
Senegal,CAF,1.735412480696447,0.7142065858091978,59.0879349593496
Scotland,UEFA,1.766349799150582,0.7429475829342033,59.07455284552846
Czech Republic,UEFA,1.8743649748123603,0.8669438611859829,58.76626829268293
Venezuela,CONMEBOL,1.6978446626437529,0.7256121585721962,58.55028455284553
Paraguay,CONMEBOL,1.546221253041313,0.6259610301179113,58.0569593495935
Greece,UEFA,1.5957437314468987,0.7087451154781665,57.54894308943089
Serbia,UEFA,1.7025803337165766,0.8194235027529182,57.393926829268295
Egypt,CAF,1.6175810041882357,0.7537254193461077,57.248227642276426
South Korea,AFC,1.5550557074005318,0.7128096179971,57.06407317073171
Algeria,CAF,1.6190388173837127,0.7795063418232264,56.88391056910569
Australia,AFC,1.535943177538376,0.715365011029244,56.772235772357725
Georgia,UEFA,1.6259015896628652,0.8030754924586678,56.74356910569106
Slovakia,UEFA,1.582862830613846,0.7624562233508797,56.7370081300813
Ivory Coast,CAF,1.540870353457802,0.7261634896336316,56.68731707317073
Iran,AFC,1.5300361771210462,0.7266891856670461,56.55388617886179
Slovenia,UEFA,1.580113444074344,0.7887828553429025,56.4110569105691
Wales,UEFA,1.6270138042147255,0.8427431176285073,56.24673170731708
Israel,UEFA,1.7587678770743755,0.969076200050017,56.19348780487805
Nigeria,CAF,1.6620604381000066,0.8967930062102045,55.99398373983741
Rep of Ireland,UEFA,1.4969499898805498,0.763543822188601,55.68579674796749
Chile,CONMEBOL,1.4204021505177653,0.7211358241627154,55.32451219512195
Congo DR,CAF,1.4580253845303064,0.7696956707208481,55.1819593495935
Peru,CONMEBOL,1.373935529380786,0.7183367441816965,54.788130081300814
Iceland,UEFA,1.5628010788617392,0.9112146788374418,54.63712195121951
Bosnia and Herzegovina,UEFA,1.5782347383027115,0.9520849453240492,54.32092682926829
Tunisia,CAF,1.2956048470482855,0.6911355994852042,54.21787804878049
Cameroon,CAF,1.4446527752648015,0.8389207597641184,54.1259349593496
Albania,UEFA,1.3285705159745929,0.7301505174429505,54.065130081300815
Bolivia,CONMEBOL,1.390030383914204,0.803188510891251,53.94073170731707
Panama,CONCACAF,1.5292551491532036,0.9394490868631136,53.87828455284552
Kosovo,UEFA,1.4565142553034198,0.8913654013118656,53.62012195121951
Mali,CAF,1.2754717056022402,0.7131413328292234,53.58214634146342
Romania,UEFA,1.3635819642555085,0.8365319029879607,53.20116260162602
Ghana,CAF,1.3880994472109582,0.8622566432944047,53.15708943089431
Northern Ireland,UEFA,1.315446829541386,0.8035798888708926,53.01444715447155
Guadeloupe,CONCACAF,0.7905514981414223,0.2919306830494844,52.899878048780494
Uzbekistan,AFC,1.2666938405190349,0.7661340482327799,52.87821951219512
South Africa,CAF,1.256866315458187,0.7757912730239522,52.63643902439025
Jordan,AFC,1.3866936981306983,0.916774163531316,52.45878861788618
North Macedonia,UEFA,1.2481493299171822,0.7890884833815704,52.320682926829264
Finland,UEFA,1.382689742036165,0.9254637278144108,52.29543902439025
Burkina Faso,CAF,1.3784187513823891,0.9869929444654844,51.550739837398375
Montenegro,UEFA,1.3156787170535351,0.9526479047188712,51.17518699186993
Gabon,CAF,1.4051359702932504,1.064441223823675,50.94276422764228
Cape Verde Islands,CAF,1.1806288087044057,0.8516985313158802,50.745634146341466
New Zealand,OFC,1.1651975840680897,0.8460187600720672,50.59240650406503
Costa Rica,CONCACAF,1.2214568195372382,0.9125324537085572,50.46982113821138
Qatar,AFC,1.3206231415985712,1.0422419378775585,50.14540650406504
Saudi Arabia,AFC,1.1355767386773803,0.855140234890821,50.07579674796748
Honduras,CONCACAF,1.0948035529902442,0.8785899193671352,49.27011382113821
Uganda,CAF,1.183523095299133,0.9828389539958736,49.13290243902439
Bulgaria,UEFA,1.230531605498002,1.0318236277715631,49.12130894308943
Guinea,CAF,1.1532512429405215,0.9677954630558576,48.90517073170732
