team,xG,xGA,matches
Argentina,2.425235135045325,0.7540256124438818,11.0
Brazil,2.7024562416494122,0.9643316801133948,9.0
Colombia,2.0314581287660145,0.5660140803070292,9.0
Ecuador,1.5176732076799555,0.9941992355978079,8.0
Uruguay,1.5726530976812605,1.005800764402192,5.0
Venezuela,1.4698139942210102,0.8289861834441973,4.0
Paraguay,1.9682681671651394,0.6203340944465456,8.0
Peru,1.6849885642620728,1.3446288051855715,4.0
Bolivia,1.2010950695281726,1.3404476873261584,5.0
Chile,2.421675759857631,1.288761408313036,4.0
