team,xG,xGA,matches,confed
South Sudan,0.40803012604596034,0.9814515285629279,32.0,CAF
Spain,2.570978489553765,0.45008976511802934,76.0,UEFA
Sri Lanka,0.12763371185841849,0.462712704464684,34.0,AFC
Sudan,0.6291397671691031,1.1990407990630951,58.0,CAF
Suriname,1.219364449970674,0.9711269438483199,41.0,CONCACAF
Sweden,1.7484806306138203,1.103684481735865,64.0,UEFA
Switzerland,2.2956715081794266,0.5223778606446415,72.0,UEFA
Syria,0.9967900209687811,0.7824854864217047,60.0,AFC
São Tomé and Príncipe,0.8694169715683111,1.2352914479367012,20.0,CAF
Taiwan,0.17780632377688727,2.845049084360021,28.0,AFC
Tajikistan,0.14891199615231582,1.6174011513691946,46.0,AFC
Tanzania,0.9648085981566518,1.4285831506687332,50.0,CAF
Thailand,0.44121951055248043,1.0102622516489734,76.0,AFC
Togo,0.5211888868350085,0.9246571836766555,41.0,CAF
Trinidad and Tobago,0.8862075655920723,1.5615621588080624,64.0,CONCACAF
Tunisia,1.653717126412306,0.9637166085689322,81.0,CAF
Turkey,2.0558916076089866,0.9765810243322741,65.0,UEFA
Turkmenistan,0.4025513015697705,1.0306467427618125,24.0,AFC
Turks and Caicos Islands,0.0003776001635597569,2.845049084360021,20.0,CONCACAF
Uganda,1.4746970984114283,1.0716432854022875,51.0,CAF
Ukraine,1.9009204186984632,1.1297575213433049,59.0,UEFA
United Arab Emirates,1.5261461829627874,1.3676565779548955,68.0,AFC
United States,2.1003682972654976,1.0358237025319939,94.0,CONCACAF
United States Virgin Islands,0.00042335845811966095,2.770003610684306,20.0,CONCACAF
Uruguay,1.3467988129982296,0.5261680058917448,69.0,CONMEBOL
Uzbekistan,1.3410673509572084,0.5148799444983009,62.0,AFC
Vanuatu,0.043465346495016134,0.2790572005528211,27.0,OFC
Venezuela,1.1965398956991025,0.7952196390006405,60.0,CONMEBOL
Vietnam,0.16956803627923628,1.8907101328618565,66.0,AFC
Wales,1.6072600920845495,0.8995913776428799,59.0,UEFA
Yemen,0.15278322676844494,1.6558126516957963,29.0,AFC
Zambia,0.9994480117658333,1.1245205860263772,58.0,CAF
Zimbabwe,0.9287494064378059,1.2980700981095759,40.0,CAF
