teams,median_goals,prior_off_median,prior_def_median,pooled_off_median_before_normalization,pooled_def_median_before_normalization,final_off_median,final_def_median,zero_new_match_teams
206,1.0,1.0,1.0,1.0103094166918365,1.007826250155126,0.9999999999999999,1.0,28
