date,team,name,confed,stage,side,home_team,away_team,home_score,away_score,tournament
2022-07-20,South Korea,South Korea,AFC,stage1,away,China,South Korea,0.0,3.0,EAFF Championship
2022-07-20,China,China PR,AFC,stage1,home,China,South Korea,0.0,3.0,EAFF Championship
2022-07-24,China,China PR,AFC,stage1,away,Japan,China,0.0,0.0,EAFF Championship
2022-07-24,Japan,Japan,AFC,stage1,home,Japan,China,0.0,0.0,EAFF Championship
2022-07-24,Hong Kong,Hong Kong,AFC,stage1,away,South Korea,Hong Kong,3.0,0.0,EAFF Championship
2022-07-24,South Korea,South Korea,AFC,stage1,home,South Korea,Hong Kong,3.0,0.0,EAFF Championship
2022-07-27,Hong Kong,Hong Kong,AFC,stage1,away,China,Hong Kong,1.0,0.0,EAFF Championship
2022-07-27,China,China PR,AFC,stage1,home,China,Hong Kong,1.0,0.0,EAFF Championship
2022-07-27,South Korea,South Korea,AFC,stage1,away,Japan,South Korea,3.0,0.0,EAFF Championship
2022-07-27,Japan,Japan,AFC,stage1,home,Japan,South Korea,3.0,0.0,EAFF Championship
2022-08-31,Paraguay,Paraguay,CONMEBOL,stage1,away,Mexico,Paraguay,0.0,1.0,Friendly
2022-08-31,Mexico,Mexico,CONCACAF,stage1,home,Mexico,Paraguay,0.0,1.0,Friendly
2022-09-17,New Caledonia,New Caledonia,OFC,stage1,away,Fiji,New Caledonia,1.0,0.0,MSG Prime Minister's Cup
2022-09-17,Fiji,Fiji,OFC,stage1,home,Fiji,New Caledonia,1.0,0.0,MSG Prime Minister's Cup
2022-09-21,Maldives,Maldives,AFC,stage1,away,Brunei,Maldives,0.0,3.0,Friendly
2022-09-21,Brunei,Brunei,AFC,stage1,home,Brunei,Maldives,0.0,3.0,Friendly
2022-09-21,Myanmar,Myanmar,AFC,stage1,away,Hong Kong,Myanmar,2.0,0.0,Friendly
2022-09-21,Hong Kong,Hong Kong,AFC,stage1,home,Hong Kong,Myanmar,2.0,0.0,Friendly
2022-09-21,Uganda,Uganda,CAF,stage1,away,Libya,Uganda,0.0,0.0,Friendly
2022-09-21,Libya,Libya,CAF,stage1,home,Libya,Uganda,0.0,0.0,Friendly
2022-09-21,Seychelles,Seychelles,CAF,stage1,away,San Marino,Seychelles,0.0,0.0,Friendly
2022-09-21,San Marino,San Marino,UEFA,stage1,home,San Marino,Seychelles,0.0,0.0,Friendly
2022-09-21,Ukraine,Ukraine,UEFA,stage1,away,Scotland,Ukraine,3.0,0.0,UEFA Nations League
2022-09-21,Scotland,Scotland,UEFA,stage1,home,Scotland,Ukraine,3.0,0.0,UEFA Nations League
2022-09-21,New Caledonia,New Caledonia,OFC,stage1,away,Solomon Islands,New Caledonia,1.0,0.0,MSG Prime Minister's Cup
2022-09-21,Solomon Islands,Solomon Islands,OFC,stage1,home,Solomon Islands,New Caledonia,1.0,0.0,MSG Prime Minister's Cup
2022-09-21,Singapore,Singapore,AFC,stage1,away,Vietnam,Singapore,4.0,0.0,Friendly
2022-09-21,Vietnam,Vietnam,AFC,stage1,home,Vietnam,Singapore,4.0,0.0,Friendly
2022-09-22,New Zealand,New Zealand,OFC,stage1,away,Australia,New Zealand,1.0,0.0,Friendly
2022-09-22,Australia,Australia,AFC,stage1,home,Australia,New Zealand,1.0,0.0,Friendly
2022-09-22,Wales,Wales,UEFA,stage1,away,Belgium,Wales,2.0,1.0,UEFA Nations League
2022-09-22,Belgium,Belgium,UEFA,stage1,home,Belgium,Wales,2.0,1.0,UEFA Nations League
2022-09-22,Bangladesh,Bangladesh,AFC,stage1,away,Cambodia,Bangladesh,0.0,1.0,Friendly
2022-09-22,Cambodia,Cambodia,AFC,stage1,home,Cambodia,Bangladesh,0.0,1.0,Friendly
2022-09-22,Tunisia,Tunisia,CAF,stage1,away,Comoros,Tunisia,0.0,1.0,Friendly
2022-09-22,Comoros,Comoros,CAF,stage1,home,Comoros,Tunisia,0.0,1.0,Friendly
2022-09-22,Denmark,Denmark,UEFA,stage1,away,Croatia,Denmark,2.0,1.0,UEFA Nations League
2022-09-22,Croatia,Croatia,UEFA,stage1,home,Croatia,Denmark,2.0,1.0,UEFA Nations League
2022-09-22,Austria,Austria,UEFA,stage1,away,France,Austria,2.0,0.0,UEFA Nations League
2022-09-22,France,France,UEFA,stage1,home,France,Austria,2.0,0.0,UEFA Nations League
2022-09-22,Venezuela,Venezuela,CONMEBOL,stage1,away,Iceland,Venezuela,1.0,0.0,Friendly
2022-09-22,Iceland,Iceland,UEFA,stage1,home,Iceland,Venezuela,1.0,0.0,Friendly
2022-09-22,Belarus,Belarus,UEFA,stage1,away,Kazakhstan,Belarus,2.0,1.0,UEFA Nations League
2022-09-22,Kazakhstan,Kazakhstan,UEFA,stage1,home,Kazakhstan,Belarus,2.0,1.0,UEFA Nations League
2022-09-22,Moldova,Moldova,UEFA,stage1,away,Latvia,Moldova,1.0,2.0,UEFA Nations League
2022-09-22,Latvia,Latvia,UEFA,stage1,home,Latvia,Moldova,1.0,2.0,UEFA Nations League
2022-09-22,Andorra,Andorra,UEFA,stage1,away,Liechtenstein,Andorra,0.0,2.0,UEFA Nations League
2022-09-22,Liechtenstein,Liechtenstein,UEFA,stage1,home,Liechtenstein,Andorra,0.0,2.0,UEFA Nations League
2022-09-22,Faroe Islands,Faroe Islands,UEFA,stage1,away,Lithuania,Faroe Islands,1.0,1.0,UEFA Nations League
2022-09-22,Lithuania,Lithuania,UEFA,stage1,home,Lithuania,Faroe Islands,1.0,1.0,UEFA Nations League
2022-09-22,Netherlands,Netherlands,UEFA,stage1,away,Poland,Netherlands,0.0,2.0,UEFA Nations League
2022-09-22,Poland,Poland,UEFA,stage1,home,Poland,Netherlands,0.0,2.0,UEFA Nations League
2022-09-22,Azerbaijan,Azerbaijan,UEFA,stage1,away,Slovakia,Azerbaijan,1.0,2.0,UEFA Nations League
2022-09-22,Slovakia,Slovakia,UEFA,stage1,home,Slovakia,Azerbaijan,1.0,2.0,UEFA Nations League
2022-09-22,Nicaragua,Nicaragua,CONCACAF,stage1,away,Suriname,Nicaragua,2.0,1.0,Friendly
2022-09-22,Suriname,Suriname,CONCACAF,stage1,home,Suriname,Nicaragua,2.0,1.0,Friendly
2022-09-22,Malaysia,Malaysia,AFC,stage1,away,Thailand,Malaysia,1.0,1.0,King's Cup
2022-09-22,Thailand,Thailand,AFC,stage1,home,Thailand,Malaysia,1.0,1.0,King's Cup
2022-09-22,Tajikistan,Tajikistan,AFC,stage1,away,Trinidad and Tobago,Tajikistan,1.0,2.0,King's Cup
2022-09-22,Trinidad and Tobago,Trinidad and Tobago,CONCACAF,stage1,home,Trinidad and Tobago,Tajikistan,1.0,2.0,King's Cup
2022-09-22,Luxembourg,Luxembourg,UEFA,stage1,away,Turkey,Luxembourg,3.0,3.0,UEFA Nations League
2022-09-22,Turkey,Turkey,UEFA,stage1,home,Turkey,Luxembourg,3.0,3.0,UEFA Nations League
2022-09-23,Guinea,Guinea,CAF,stage1,away,Algeria,Guinea,1.0,0.0,Friendly
2022-09-23,Algeria,Algeria,CAF,stage1,home,Algeria,Guinea,1.0,0.0,Friendly
2022-09-23,Honduras,Honduras,CONCACAF,stage1,away,Argentina,Honduras,3.0,0.0,Friendly
2022-09-23,Argentina,Argentina,CONMEBOL,stage1,home,Argentina,Honduras,3.0,0.0,Friendly
2022-09-23,Cape Verde,Cape Verde Islands,CAF,stage1,away,Bahrain,Cape Verde,1.0,2.0,Friendly
2022-09-23,Bahrain,Bahrain,AFC,stage1,home,Bahrain,Cape Verde,1.0,2.0,Friendly
2022-09-23,Montenegro,Montenegro,UEFA,stage1,away,Bosnia and Herzegovina,Montenegro,1.0,0.0,UEFA Nations League
2022-09-23,Bosnia and Herzegovina,Bosnia and Herzegovina,UEFA,stage1,home,Bosnia and Herzegovina,Montenegro,1.0,0.0,UEFA Nations League
2022-09-23,Ghana,Ghana,CAF,stage1,away,Brazil,Ghana,3.0,0.0,Friendly
2022-09-23,Brazil,Brazil,CONMEBOL,stage1,home,Brazil,Ghana,3.0,0.0,Friendly
2022-09-23,Gibraltar,Gibraltar,UEFA,stage1,away,Bulgaria,Gibraltar,5.0,1.0,UEFA Nations League
2022-09-23,Bulgaria,Bulgaria,UEFA,stage1,home,Bulgaria,Gibraltar,5.0,1.0,UEFA Nations League
2022-09-23,Uzbekistan,Uzbekistan,AFC,stage1,away,Cameroon,Uzbekistan,0.0,2.0,Friendly
2022-09-23,Cameroon,Cameroon,CAF,stage1,home,Cameroon,Uzbekistan,0.0,2.0,Friendly
2022-09-23,Qatar,Qatar,AFC,stage1,away,Canada,Qatar,2.0,0.0,Friendly
2022-09-23,Canada,Canada,CONCACAF,stage1,home,Canada,Qatar,2.0,0.0,Friendly
2022-09-23,Burkina Faso,Burkina Faso,CAF,stage1,away,DR Congo,Burkina Faso,0.0,1.0,Friendly
2022-09-23,DR Congo,Congo DR,CAF,stage1,home,DR Congo,Burkina Faso,0.0,1.0,Friendly
2022-09-23,Niger,Niger,CAF,stage1,away,Egypt,Niger,3.0,0.0,Friendly
2022-09-23,Egypt,Egypt,CAF,stage1,home,Egypt,Niger,3.0,0.0,Friendly
2022-09-23,Malta,Malta,UEFA,stage1,away,Estonia,Malta,2.0,1.0,UEFA Nations League
2022-09-23,Estonia,Estonia,UEFA,stage1,home,Estonia,Malta,2.0,1.0,UEFA Nations League
2022-09-23,Romania,Romania,UEFA,stage1,away,Finland,Romania,1.0,1.0,UEFA Nations League
2022-09-23,Finland,Finland,UEFA,stage1,home,Finland,Romania,1.0,1.0,UEFA Nations League
2022-09-23,North Macedonia,North Macedonia,UEFA,stage1,away,Georgia,North Macedonia,2.0,0.0,UEFA Nations League
2022-09-23,Georgia,Georgia,UEFA,stage1,home,Georgia,North Macedonia,2.0,0.0,UEFA Nations League
2022-09-23,Hungary,Hungary,UEFA,stage1,away,Germany,Hungary,0.0,1.0,UEFA Nations League
2022-09-23,Germany,Germany,UEFA,stage1,home,Germany,Hungary,0.0,1.0,UEFA Nations League
2022-09-23,Uruguay,Uruguay,CONMEBOL,stage1,away,Iran,Uruguay,1.0,0.0,Friendly
2022-09-23,Iran,Iran,AFC,stage1,home,Iran,Uruguay,1.0,0.0,Friendly
2022-09-23,Oman,Oman,AFC,stage1,away,Iraq,Oman,1.0,1.0,Jordan International Tournament
2022-09-23,Iraq,Iraq,AFC,stage1,home,Iraq,Oman,1.0,1.0,Jordan International Tournament
2022-09-23,England,England,UEFA,stage1,away,Italy,England,1.0,0.0,UEFA Nations League
2022-09-23,Italy,Italy,UEFA,stage1,home,Italy,England,1.0,0.0,UEFA Nations League
2022-09-23,United States,USA,CONCACAF,stage1,away,Japan,United States,2.0,0.0,Kirin Challenge Cup
2022-09-23,Japan,Japan,AFC,stage1,home,Japan,United States,2.0,0.0,Kirin Challenge Cup
2022-09-23,Syria,Syria,AFC,stage1,away,Jordan,Syria,2.0,0.0,Jordan International Tournament
2022-09-23,Jordan,Jordan,AFC,stage1,home,Jordan,Syria,2.0,0.0,Jordan International Tournament
2022-09-23,Zambia,Zambia,CAF,stage1,away,Mali,Zambia,1.0,0.0,Friendly
2022-09-23,Mali,Mali,CAF,stage1,home,Mali,Zambia,1.0,0.0,Friendly
2022-09-23,Chile,Chile,CONMEBOL,stage1,away,Morocco,Chile,2.0,0.0,Friendly
2022-09-23,Morocco,Morocco,CAF,stage1,home,Morocco,Chile,2.0,0.0,Friendly
2022-09-23,United Arab Emirates,United Arab Emirates,AFC,stage1,away,Paraguay,United Arab Emirates,1.0,0.0,Friendly
2022-09-23,Paraguay,Paraguay,CONMEBOL,stage1,home,Paraguay,United Arab Emirates,1.0,0.0,Friendly
2022-09-23,Equatorial Guinea,Equatorial Guinea,CAF,stage1,away,Rwanda,Equatorial Guinea,0.0,0.0,Friendly
2022-09-23,Rwanda,Rwanda,CAF,stage1,home,Rwanda,Equatorial Guinea,0.0,0.0,Friendly
2022-09-23,Ecuador,Ecuador,CONMEBOL,stage1,away,Saudi Arabia,Ecuador,0.0,0.0,Friendly
2022-09-23,Saudi Arabia,Saudi Arabia,AFC,stage1,home,Saudi Arabia,Ecuador,0.0,0.0,Friendly
2022-09-23,Costa Rica,Costa Rica,CONCACAF,stage1,away,South Korea,Costa Rica,2.0,2.0,Friendly
2022-09-23,South Korea,South Korea,AFC,stage1,home,South Korea,Costa Rica,2.0,2.0,Friendly
2022-09-24,Ukraine,Ukraine,UEFA,stage1,away,Armenia,Ukraine,0.0,5.0,UEFA Nations League
2022-09-24,Armenia,Armenia,UEFA,stage1,home,Armenia,Ukraine,0.0,5.0,UEFA Nations League
2022-09-24,Senegal,Senegal,CAF,stage1,away,Bolivia,Senegal,0.0,2.0,Friendly
2022-09-24,Bolivia,Bolivia,CONMEBOL,stage1,home,Bolivia,Senegal,0.0,2.0,Friendly
2022-09-24,Guatemala,Guatemala,CONCACAF,stage1,away,Colombia,Guatemala,4.0,1.0,Friendly
2022-09-24,Colombia,Colombia,CONMEBOL,stage1,home,Colombia,Guatemala,4.0,1.0,Friendly
2022-09-24,Greece,Greece,UEFA,stage1,away,Cyprus,Greece,1.0,0.0,UEFA Nations League
2022-09-24,Cyprus,Cyprus,UEFA,stage1,home,Cyprus,Greece,1.0,0.0,UEFA Nations League
2022-09-24,Portugal,Portugal,UEFA,stage1,away,Czech Republic,Portugal,0.0,4.0,UEFA Nations League
2022-09-24,Czech Republic,Czech Republic,UEFA,stage1,home,Czech Republic,Portugal,0.0,4.0,UEFA Nations League
2022-09-24,Solomon Islands,Solomon Islands,OFC,stage1,away,Fiji,Solomon Islands,2.0,2.0,MSG Prime Minister's Cup
2022-09-24,Fiji,Fiji,OFC,stage1,home,Fiji,Solomon Islands,2.0,2.0,MSG Prime Minister's Cup
2022-09-24,Saint Vincent and the Grenadines,St. Vincent and the Grenadines,CONCACAF,stage1,away,Grenada,Saint Vincent and the Grenadines,1.0,3.0,Friendly
2022-09-24,Grenada,Grenada,CONCACAF,stage1,home,Grenada,Saint Vincent and the Grenadines,1.0,3.0,Friendly
2022-09-24,Myanmar,Myanmar,AFC,stage1,away,Hong Kong,Myanmar,0.0,0.0,Friendly
2022-09-24,Hong Kong,Hong Kong,AFC,stage1,home,Hong Kong,Myanmar,0.0,0.0,Friendly
2022-09-24,Singapore,Singapore,AFC,stage1,away,India,Singapore,1.0,1.0,Friendly
2022-09-24,India,India,AFC,stage1,home,India,Singapore,1.0,1.0,Friendly
2022-09-24,Curaçao,Curacao,CONCACAF,stage1,away,Indonesia,Curaçao,3.0,2.0,Friendly
2022-09-24,Indonesia,Indonesia,AFC,stage1,home,Indonesia,Curaçao,3.0,2.0,Friendly
2022-09-24,Albania,Albania,UEFA,stage1,away,Israel,Albania,2.0,1.0,UEFA Nations League
2022-09-24,Israel,Israel,UEFA,stage1,home,Israel,Albania,2.0,1.0,UEFA Nations League
2022-09-24,Togo,Togo,CAF,stage1,away,Ivory Coast,Togo,2.0,1.0,Friendly
2022-09-24,Ivory Coast,Ivory Coast,CAF,stage1,home,Ivory Coast,Togo,2.0,1.0,Friendly
2022-09-24,Kyrgyzstan,Kyrgyzstan,AFC,stage1,home,Kyrgyzstan,Russia,1.0,2.0,Friendly
2022-09-24,Maldives,Maldives,AFC,stage1,away,Laos,Maldives,1.0,3.0,Friendly
2022-09-24,Laos,Laos,AFC,stage1,home,Laos,Maldives,1.0,3.0,Friendly
2022-09-24,Congo,Congo,CAF,stage1,away,Madagascar,Congo,3.0,3.0,Friendly
2022-09-24,Madagascar,Madagascar,CAF,stage1,home,Madagascar,Congo,3.0,3.0,Friendly
2022-09-24,Benin,Benin,CAF,stage1,away,Mauritania,Benin,1.0,0.0,Friendly
2022-09-24,Mauritania,Mauritania,CAF,stage1,home,Mauritania,Benin,1.0,0.0,Friendly
2022-09-24,Peru,Peru,CONMEBOL,stage1,away,Mexico,Peru,1.0,0.0,Friendly
2022-09-24,Mexico,Mexico,CONCACAF,stage1,home,Mexico,Peru,1.0,0.0,Friendly
2022-09-24,Kosovo,Kosovo,UEFA,stage1,away,Northern Ireland,Kosovo,2.0,1.0,UEFA Nations League
2022-09-24,Northern Ireland,Northern Ireland,UEFA,stage1,home,Northern Ireland,Kosovo,2.0,1.0,UEFA Nations League
2022-09-24,Republic of Ireland,Rep of Ireland,UEFA,stage1,away,Scotland,Republic of Ireland,2.0,1.0,UEFA Nations League
2022-09-24,Scotland,Scotland,UEFA,stage1,home,Scotland,Republic of Ireland,2.0,1.0,UEFA Nations League
2022-09-24,Sweden,Sweden,UEFA,stage1,away,Serbia,Sweden,4.0,1.0,UEFA Nations League
2022-09-24,Serbia,Serbia,UEFA,stage1,home,Serbia,Sweden,4.0,1.0,UEFA Nations League
2022-09-24,Norway,Norway,UEFA,stage1,away,Slovenia,Norway,2.0,1.0,UEFA Nations League
2022-09-24,Slovenia,Slovenia,UEFA,stage1,home,Slovenia,Norway,2.0,1.0,UEFA Nations League
2022-09-24,Sierra Leone,Sierra Leone,CAF,stage1,away,South Africa,Sierra Leone,4.0,0.0,Friendly
2022-09-24,South Africa,South Africa,CAF,stage1,home,South Africa,Sierra Leone,4.0,0.0,Friendly
2022-09-24,Switzerland,Switzerland,UEFA,stage1,away,Spain,Switzerland,1.0,2.0,UEFA Nations League
2022-09-24,Spain,Spain,UEFA,stage1,home,Spain,Switzerland,1.0,2.0,UEFA Nations League
2022-09-24,Uganda,Uganda,CAF,stage1,away,Tanzania,Uganda,1.0,0.0,Friendly
2022-09-24,Tanzania,Tanzania,CAF,stage1,home,Tanzania,Uganda,1.0,0.0,Friendly
2022-09-24,Papua New Guinea,Papua New Guinea,OFC,stage1,away,Vanuatu,Papua New Guinea,0.0,1.0,MSG Prime Minister's Cup
2022-09-24,Vanuatu,Vanuatu,OFC,stage1,home,Vanuatu,Papua New Guinea,0.0,1.0,MSG Prime Minister's Cup
2022-09-25,Latvia,Latvia,UEFA,stage1,away,Andorra,Latvia,1.0,1.0,UEFA Nations League
2022-09-25,Andorra,Andorra,UEFA,stage1,home,Andorra,Latvia,1.0,1.0,UEFA Nations League
2022-09-25,Croatia,Croatia,UEFA,stage1,away,Austria,Croatia,1.0,3.0,UEFA Nations League
2022-09-25,Austria,Austria,UEFA,stage1,home,Austria,Croatia,1.0,3.0,UEFA Nations League
2022-09-25,Kazakhstan,Kazakhstan,UEFA,stage1,away,Azerbaijan,Kazakhstan,3.0,0.0,UEFA Nations League
2022-09-25,Azerbaijan,Azerbaijan,UEFA,stage1,home,Azerbaijan,Kazakhstan,3.0,0.0,UEFA Nations League
2022-09-25,France,France,UEFA,stage1,away,Denmark,France,2.0,0.0,UEFA Nations League
2022-09-25,Denmark,Denmark,UEFA,stage1,home,Denmark,France,2.0,0.0,UEFA Nations League
2022-09-25,Turkey,Turkey,UEFA,stage1,away,Faroe Islands,Turkey,2.0,1.0,UEFA Nations League
2022-09-25,Faroe Islands,Faroe Islands,UEFA,stage1,home,Faroe Islands,Turkey,2.0,1.0,UEFA Nations League
2022-09-25,Lithuania,Lithuania,UEFA,stage1,away,Luxembourg,Lithuania,1.0,0.0,UEFA Nations League
2022-09-25,Luxembourg,Luxembourg,UEFA,stage1,home,Luxembourg,Lithuania,1.0,0.0,UEFA Nations League
2022-09-25,Tajikistan,Tajikistan,AFC,stage1,away,Malaysia,Tajikistan,0.0,0.0,King's Cup
2022-09-25,Malaysia,Malaysia,AFC,stage1,home,Malaysia,Tajikistan,0.0,0.0,King's Cup
2022-09-25,Liechtenstein,Liechtenstein,UEFA,stage1,away,Moldova,Liechtenstein,2.0,0.0,UEFA Nations League
2022-09-25,Moldova,Moldova,UEFA,stage1,home,Moldova,Liechtenstein,2.0,0.0,UEFA Nations League
2022-09-25,Belgium,Belgium,UEFA,stage1,away,Netherlands,Belgium,1.0,0.0,UEFA Nations League
2022-09-25,Netherlands,Netherlands,UEFA,stage1,home,Netherlands,Belgium,1.0,0.0,UEFA Nations League
2022-09-25,Australia,Australia,AFC,stage1,away,New Zealand,Australia,0.0,2.0,Friendly
2022-09-25,New Zealand,New Zealand,OFC,stage1,home,New Zealand,Australia,0.0,2.0,Friendly
2022-09-25,Liberia,Liberia,CAF,stage1,away,Niger,Liberia,0.0,0.0,Friendly
2022-09-25,Niger,Niger,CAF,stage1,home,Niger,Liberia,0.0,0.0,Friendly
2022-09-25,Belarus,Belarus,UEFA,stage1,away,Slovakia,Belarus,1.0,1.0,UEFA Nations League
2022-09-25,Slovakia,Slovakia,UEFA,stage1,home,Slovakia,Belarus,1.0,1.0,UEFA Nations League
2022-09-25,Trinidad and Tobago,Trinidad and Tobago,CONCACAF,stage1,away,Thailand,Trinidad and Tobago,2.0,1.0,King's Cup
2022-09-25,Thailand,Thailand,AFC,stage1,home,Thailand,Trinidad and Tobago,2.0,1.0,King's Cup
2022-09-25,Poland,Poland,UEFA,stage1,away,Wales,Poland,0.0,1.0,UEFA Nations League
2022-09-25,Wales,Wales,UEFA,stage1,home,Wales,Poland,0.0,1.0,UEFA Nations League
2022-09-26,Germany,Germany,UEFA,stage1,away,England,Germany,3.0,3.0,UEFA Nations League
2022-09-26,England,England,UEFA,stage1,home,England,Germany,3.0,3.0,UEFA Nations League
2022-09-26,Sudan,Sudan,CAF,stage1,away,Ethiopia,Sudan,2.0,2.0,Friendly
2022-09-26,Ethiopia,Ethiopia,CAF,stage1,home,Ethiopia,Sudan,2.0,2.0,Friendly
2022-09-26,Georgia,Georgia,UEFA,stage1,away,Gibraltar,Georgia,1.0,2.0,UEFA Nations League
2022-09-26,Gibraltar,Gibraltar,UEFA,stage1,home,Gibraltar,Georgia,1.0,2.0,UEFA Nations League
2022-09-26,Italy,Italy,UEFA,stage1,away,Hungary,Italy,0.0,2.0,UEFA Nations League
2022-09-26,Hungary,Hungary,UEFA,stage1,home,Hungary,Italy,0.0,2.0,UEFA Nations League
2022-09-26,Syria,Syria,AFC,stage1,away,Iraq,Syria,1.0,0.0,Jordan International Tournament
2022-09-26,Iraq,Iraq,AFC,stage1,home,Iraq,Syria,1.0,0.0,Jordan International Tournament
2022-09-26,Oman,Oman,AFC,stage1,away,Jordan,Oman,1.0,0.0,Jordan International Tournament
2022-09-26,Jordan,Jordan,AFC,stage1,home,Jordan,Oman,1.0,0.0,Jordan International Tournament
2022-09-26,Finland,Finland,UEFA,stage1,away,Montenegro,Finland,0.0,2.0,UEFA Nations League
2022-09-26,Montenegro,Montenegro,UEFA,stage1,home,Montenegro,Finland,0.0,2.0,UEFA Nations League
2022-09-26,Bulgaria,Bulgaria,UEFA,stage1,away,North Macedonia,Bulgaria,0.0,1.0,UEFA Nations League
2022-09-26,North Macedonia,North Macedonia,UEFA,stage1,home,North Macedonia,Bulgaria,0.0,1.0,UEFA Nations League
2022-09-26,Bosnia and Herzegovina,Bosnia and Herzegovina,UEFA,stage1,away,Romania,Bosnia and Herzegovina,4.0,1.0,UEFA Nations League
2022-09-26,Romania,Romania,UEFA,stage1,home,Romania,Bosnia and Herzegovina,4.0,1.0,UEFA Nations League
2022-09-26,Estonia,Estonia,UEFA,stage1,away,San Marino,Estonia,0.0,4.0,UEFA Nations League
2022-09-26,San Marino,San Marino,UEFA,stage1,home,San Marino,Estonia,0.0,4.0,UEFA Nations League
2022-09-27,Iceland,Iceland,UEFA,stage1,away,Albania,Iceland,1.0,1.0,UEFA Nations League
2022-09-27,Albania,Albania,UEFA,stage1,home,Albania,Iceland,1.0,1.0,UEFA Nations League
2022-09-27,Nigeria,Nigeria,CAF,stage1,away,Algeria,Nigeria,2.0,1.0,Friendly
2022-09-27,Algeria,Algeria,CAF,stage1,home,Algeria,Nigeria,2.0,1.0,Friendly
2022-09-27,Jamaica,Jamaica,CONCACAF,stage1,away,Argentina,Jamaica,3.0,0.0,Friendly
2022-09-27,Argentina,Argentina,CONMEBOL,stage1,home,Argentina,Jamaica,3.0,0.0,Friendly
2022-09-27,Panama,Panama,CONCACAF,stage1,away,Bahrain,Panama,0.0,2.0,Friendly
2022-09-27,Bahrain,Bahrain,AFC,stage1,home,Bahrain,Panama,0.0,2.0,Friendly
2022-09-27,Tunisia,Tunisia,CAF,stage1,away,Brazil,Tunisia,5.0,1.0,Friendly
2022-09-27,Brazil,Brazil,CONMEBOL,stage1,home,Brazil,Tunisia,5.0,1.0,Friendly
2022-09-27,Laos,Laos,AFC,stage1,away,Brunei,Laos,1.0,0.0,Friendly
2022-09-27,Brunei,Brunei,AFC,stage1,home,Brunei,Laos,1.0,0.0,Friendly
2022-09-27,Comoros,Comoros,CAF,stage1,away,Burkina Faso,Comoros,2.0,1.0,Friendly
2022-09-27,Burkina Faso,Burkina Faso,CAF,stage1,home,Burkina Faso,Comoros,2.0,1.0,Friendly
2022-09-27,Uruguay,Uruguay,CONMEBOL,stage1,away,Canada,Uruguay,0.0,2.0,Friendly
2022-09-27,Canada,Canada,CONCACAF,stage1,home,Canada,Uruguay,0.0,2.0,Friendly
2022-09-27,Uzbekistan,Uzbekistan,AFC,stage1,away,Costa Rica,Uzbekistan,2.0,1.0,Friendly
2022-09-27,Costa Rica,Costa Rica,CONCACAF,stage1,home,Costa Rica,Uzbekistan,2.0,1.0,Friendly
2022-09-27,Sierra Leone,Sierra Leone,CAF,stage1,away,DR Congo,Sierra Leone,3.0,0.0,Friendly
2022-09-27,DR Congo,Congo DR,CAF,stage1,home,DR Congo,Sierra Leone,3.0,0.0,Friendly
2022-09-27,Japan,Japan,AFC,stage1,away,Ecuador,Japan,0.0,0.0,Kirin Challenge Cup
2022-09-27,Ecuador,Ecuador,CONMEBOL,stage1,home,Ecuador,Japan,0.0,0.0,Kirin Challenge Cup
2022-09-27,Liberia,Liberia,CAF,stage1,away,Egypt,Liberia,3.0,0.0,Friendly
2022-09-27,Egypt,Egypt,CAF,stage1,home,Egypt,Liberia,3.0,0.0,Friendly
2022-09-27,Togo,Togo,CAF,stage1,away,Equatorial Guinea,Togo,2.0,2.0,Friendly
2022-09-27,Equatorial Guinea,Equatorial Guinea,CAF,stage1,home,Equatorial Guinea,Togo,2.0,2.0,Friendly
2022-09-27,Papua New Guinea,Papua New Guinea,OFC,stage1,away,Fiji,Papua New Guinea,0.0,1.0,MSG Prime Minister's Cup
2022-09-27,Fiji,Fiji,OFC,stage1,home,Fiji,Papua New Guinea,0.0,1.0,MSG Prime Minister's Cup
2022-09-27,Nicaragua,Nicaragua,CONCACAF,stage1,away,Ghana,Nicaragua,1.0,0.0,Friendly
2022-09-27,Ghana,Ghana,CAF,stage1,home,Ghana,Nicaragua,1.0,0.0,Friendly
2022-09-27,Northern Ireland,Northern Ireland,UEFA,stage1,away,Greece,Northern Ireland,3.0,1.0,UEFA Nations League
2022-09-27,Greece,Greece,UEFA,stage1,home,Greece,Northern Ireland,3.0,1.0,UEFA Nations League
2022-09-27,Guatemala,Guatemala,CONCACAF,stage1,away,Honduras,Guatemala,2.0,1.0,Friendly
2022-09-27,Honduras,Honduras,CONCACAF,stage1,home,Honduras,Guatemala,2.0,1.0,Friendly
2022-09-27,Curaçao,Curacao,CONCACAF,stage1,away,Indonesia,Curaçao,2.0,1.0,Friendly
2022-09-27,Indonesia,Indonesia,AFC,stage1,home,Indonesia,Curaçao,2.0,1.0,Friendly
2022-09-27,Senegal,Senegal,CAF,stage1,away,Iran,Senegal,1.0,1.0,Friendly
2022-09-27,Iran,Iran,AFC,stage1,home,Iran,Senegal,1.0,1.0,Friendly
2022-09-27,Guinea,Guinea,CAF,stage1,away,Ivory Coast,Guinea,3.0,1.0,Friendly
2022-09-27,Ivory Coast,Ivory Coast,CAF,stage1,home,Ivory Coast,Guinea,3.0,1.0,Friendly
2022-09-27,Cyprus,Cyprus,UEFA,stage1,away,Kosovo,Cyprus,5.0,1.0,UEFA Nations League
