team,xG,xGA,matches
Argentina,0.0016902083878280582,0.995335579165587,1.0
Brazil,2.421623022696741,0.6025587996116498,0.0
Colombia,2.1068643192111063,0.5237148445125924,0.0
Uruguay,1.651950133497907,0.5388061318842664,0.0
Ecuador,1.690246474081649,0.587510280512994,0.0
Venezuela,1.697844662643753,0.7256121585721962,0.0
Paraguay,1.5462212530413133,0.6259610301179113,0.0
Chile,1.4204021505177655,0.7211358241627154,0.0
Peru,1.3739355293807862,0.7183367441816965,0.0
Bolivia,1.3900303839142043,0.803188510891251,0.0
