team,xG,xGA,matches,confed
Spain,1.7296959626963941,0.40399828216018585,11.0,UEFA
England,1.9772336634643444,0.8316268047346979,11.0,UEFA
France,2.4057749489734563,0.7750502400198407,11.0,UEFA
Switzerland,1.9645384737589486,0.8956034569333565,10.0,UEFA
South Korea,0.6473398665378344,1.1537974007299219,7.0,AFC
Argentina,2.1482996237035623,0.804353559055788,11.0,CONMEBOL
Colombia,1.9551147977651926,0.5667340194939573,9.0,CONMEBOL
Senegal,1.99398450566289,0.8967891837155844,8.0,CAF
Brazil,2.5158089499047454,1.0086662172875331,9.0,CONMEBOL
Norway,2.4362796560375775,1.0793619537627976,10.0,UEFA
Netherlands,2.2734498996385923,1.2349912354363668,8.0,UEFA
Kosovo,1.629578886225967,1.0870338684435539,4.0,UEFA
Morocco,2.297551119900503,0.808202367607182,11.0,CAF
Denmark,1.9125194983900273,0.6302979113888284,4.0,UEFA
Italy,1.6972736389930616,0.3800489368497487,4.0,UEFA
Portugal,1.7629820806292815,0.6744237043759093,9.0,UEFA
Mexico,2.3173668948128805,0.3293081515068385,11.0,CONCACAF
Germany,2.459691313887392,1.1473735285561109,8.0,UEFA
Poland,1.7790672152026323,1.3855502669943296,4.0,UEFA
Ecuador,1.520896797613019,0.9648267662670221,8.0,CONMEBOL
Australia,1.5499703417824968,0.8051714091742957,8.0,AFC
Paraguay,1.8669981532184294,0.6414800250495787,8.0,CONMEBOL
DR Congo,1.3733638651544857,0.9055537622715154,8.0,CAF
Hungary,1.3037778549525483,0.7489524112404417,4.0,UEFA
Northern Ireland,1.5697515868541267,0.9244698569805958,4.0,UEFA
Republic of Ireland,1.2875128790411363,0.6309401969687357,5.0,UEFA
Iceland,0.830168453180619,1.2070575783641602,5.0,UEFA
Canada,1.89078927298772,0.7249787810852323,9.0,CONCACAF
Scotland,1.0246323283673913,0.9129641837959153,7.0,UEFA
Turkey,1.8416240804410007,0.7058851233205449,7.0,UEFA
Croatia,2.2884135335778755,1.0565663221757888,8.0,UEFA
Czech Republic,2.2491690698312903,1.2031150841318798,7.0,UEFA
United States,2.3963972821940214,0.9409226190271212,9.0,CONCACAF
Japan,2.628451786692102,0.5197180245554828,7.0,AFC
Greece,0.6671473034904976,0.8400226426804501,4.0,UEFA
Madagascar,0.7862018859610863,1.658160427544698,3.0,CAF
Uzbekistan,1.4946365627869957,1.070271390337125,7.0,AFC
Slovakia,1.9588660936614504,1.1049869602707536,4.0,UEFA
Nigeria,2.14390627558705,0.9695516756183592,6.0,CAF
Belgium,2.297625872669307,0.8742695213190829,10.0,UEFA
Uruguay,1.5552203475225188,0.9723385912904823,5.0,CONMEBOL
Algeria,1.5506277249203317,0.6597804299166717,8.0,CAF
Bosnia and Herzegovina,1.714237687387652,1.1602031196529246,8.0,UEFA
North Macedonia,0.004484800277490159,0.611379736019862,4.0,UEFA
New Zealand,1.210193435018659,1.5110193005270407,7.0,OFC
Tunisia,0.9103013423286686,0.9178686367137466,7.0,CAF
Ivory Coast,2.710681373196608,0.47781688701931313,7.0,CAF
Albania,0.5143359178569397,1.3223246616504376,4.0,UEFA
Faroe Islands,0.7222054327251312,1.2788913754754405,3.0,UEFA
Austria,1.8331861007237054,0.839068977577669,7.0,UEFA
Ghana,1.4862103220036624,0.8937939507304348,8.0,CAF
Romania,1.0607731071586197,1.1851107017241234,4.0,UEFA
Wales,2.1369054500282005,1.16742805588467,4.0,UEFA
Ukraine,2.4162128323638394,0.6366240438230985,4.0,UEFA
Jordan,2.1436091903364964,1.288098569003606,7.0,AFC
Belarus,1.7317643091744412,1.0614794780843557,4.0,UEFA
Cape Verde,1.2773842352559057,1.0065116577652522,8.0,CAF
Libya,0.9183796038933877,0.8971734100343192,2.0,CAF
Georgia,1.7045663752483158,0.7568293716224223,4.0,UEFA
Niger,0.24180706326374857,1.2430398227884043,4.0,CAF
Sweden,2.36679988813706,1.2095337677093978,8.0,UEFA
South Africa,1.0770766312141737,0.8626123814698583,8.0,CAF
New Caledonia,0.0024752356356011183,2.2117924565457647,1.0,OFC
Israel,2.07406119989299,0.7077328498060591,2.0,UEFA
Burkina Faso,1.0051166995719245,1.339442816491082,3.0,CAF
Iran,1.7242535170424598,0.8360085655313171,7.0,AFC
Panama,1.3826390740204964,1.1841975133363316,8.0,CONCACAF
Venezuela,1.4215251035851484,0.8310809787500979,4.0,CONMEBOL
Slovenia,1.3131448678883393,1.298012045877792,4.0,UEFA
Gabon,1.7910220171172326,1.8340503203219294,2.0,CAF
Cameroon,1.1463910917565738,0.7187300798617473,2.0,CAF
Guinea,0.6362694854151,1.5345450598093335,3.0,CAF
Saudi Arabia,0.9826818501232373,0.8978146546692295,8.0,AFC
Bolivia,1.1464347148603358,1.3372001849407182,5.0,CONMEBOL
Estonia,1.0697839707122836,1.0742928058217394,4.0,UEFA
Malta,2.0547068991274786,0.7323864571708727,2.0,UEFA
Suriname,2.0115406149882427,1.632989401119643,1.0,CONCACAF
Curaçao,1.190030185154954,1.0261877966079533,7.0,CONCACAF
Azerbaijan,0.3542758043462884,2.572431713538589,4.0,UEFA
Mali,0.0035659727863609518,1.5352634007571078,1.0,CAF
Cyprus,0.8725754177865976,1.0851425145709528,4.0,UEFA
Comoros,0.09850343890210114,1.0064714504631882,3.0,CAF
Benin,1.2463259247940153,0.777755821238465,4.0,CAF
Syria,1.696980333711233,1.4306223841134222,1.0,AFC
Egypt,2.285312489189876,0.9396505479254462,8.0,CAF
Palestine,0.002830910793457586,0.003223172038040555,2.0,AFC
Haiti,1.2230272645079214,0.9600263966936369,7.0,CONCACAF
Gambia,2.117333816949459,1.2834953754939749,2.0,CAF
China,0.6810674129480194,0.8121737073767522,4.0,AFC
Kuwait,0.5873877836448266,2.8370273624277367,1.0,AFC
Guatemala,0.7555011077746698,1.2409549196325744,3.0,CONCACAF
Serbia,1.234142692293067,1.1399913728479285,4.0,UEFA
Armenia,1.0043662945176184,1.2655975826800834,3.0,UEFA
Chile,2.5456784403465207,1.1264889135026075,4.0,CONMEBOL
Kyrgyzstan,0.4508879156348191,0.6814174253723111,4.0,AFC
Finland,1.865423668130693,0.9551914758237535,4.0,UEFA
Iraq,1.1948408942866011,1.0478962992955436,7.0,AFC
Moldova,1.0216210641191819,1.7179209697279874,4.0,UEFA
Dominican Republic,0.7529650347824431,2.725289970847091,3.0,CONCACAF
Lithuania,0.9318733566393285,1.3161849202635811,4.0,UEFA
Oman,0.0024989473127915497,2.190805495967049,1.0,AFC
Latvia,1.0074465913399449,1.6223500399846271,2.0,UEFA
Peru,1.7268249602852193,1.2091982476710306,4.0,CONMEBOL
Zambia,0.005012385094977252,1.0922360120498007,1.0,CAF
Angola,0.3736542421937478,0.8325434087375551,2.0,CAF
Honduras,1.115754396636637,1.3755803163701887,2.0,CONCACAF
Malawi,0.18818217861661002,1.5170856351524658,3.0,CAF
Indonesia,0.6760305566505246,0.6053047116307183,4.0,AFC
Jamaica,0.4044173030300453,0.7926335634375081,5.0,CONCACAF
Ethiopia,0.6940394068113082,0.4853394922866977,2.0,CAF
Bulgaria,0.9581134809744076,1.443085481035513,4.0,UEFA
Liberia,0.8560327126807978,1.321972660490827,4.0,CAF
Mozambique,0.0024989473127915497,0.9430275799590991,1.0,CAF
Kazakhstan,1.5597471264790468,0.6446239353566964,4.0,UEFA
Costa Rica,1.2906509321780713,1.2137249805958066,4.0,CONCACAF
Bahrain,0.0037319545266939697,1.2624124924860791,1.0,AFC
Zimbabwe,0.415808849421667,0.8821539780799408,3.0,CAF
Sierra Leone,0.9956337054823816,1.2462347934245404,3.0,CAF
Vanuatu,0.2453296249202413,1.5431657054643928,1.0,OFC
Guyana,0.2977738385587316,1.9956473146518334,2.0,CONCACAF
Kenya,1.11947832761886,0.8995629058309101,3.0,CAF
Lesotho,0.4774636613960033,0.9379157802635218,1.0,CAF
Tanzania,0.0011948050673178362,2.8246157239445195,1.0,CAF
Singapore,0.9621390663744696,1.3684649996953728,1.0,AFC
Andorra,0.10269812785966338,0.9250203811200287,5.0,UEFA
Cambodia,0.05841891452556868,0.006437357536941591,2.0,AFC
Montenegro,1.417108966227022,0.7766052110532105,4.0,UEFA
Qatar,0.935561454033886,0.864930699060453,5.0,AFC
Mauritania,1.565757604156876,0.49323097586699377,3.0,CAF
Togo,1.343274204821527,0.7555068617642995,4.0,CAF
Puerto Rico,0.001823164512864262,1.436936763542017,2.0,CONCACAF
Nicaragua,0.004146908877526515,0.6611951433543901,2.0,CONCACAF
Trinidad and Tobago,1.1517351110033673,1.397091283500251,4.0,CONCACAF
Thailand,0.8898781679104897,0.5437313904887762,2.0,AFC
Grenada,0.002680736837918189,2.0422398161422564,3.0,CONCACAF
Solomon Islands,0.5928092651678413,2.8370273624277367,2.0,OFC
Namibia,0.0027597757618862927,0.9935285495368116,2.0,CAF
Bonaire,0.1332000738800044,2.8370273624277367,3.0,CONCACAF
Equatorial Guinea,0.8751509784276655,0.2917838557444068,3.0,CAF
Gibraltar,0.18500281336853625,0.4151350213170148,2.0,UEFA
Luxembourg,0.9603411541101818,0.16780055332975136,2.0,UEFA
Guinea-Bissau,0.6859179024610743,0.9557999303982856,2.0,CAF
Botswana,0.5934604007858187,1.1461686736121257,2.0,CAF
Rwanda,1.4922548845178003,0.00366874825728239,2.0,CAF
San Marino,0.5561879942851449,0.6525304627197102,4.0,UEFA
Afghanistan,0.018486857621001655,1.8362249030634823,3.0,AFC
Burundi,0.004846403354644234,1.1296433883798565,1.0,CAF
Bangladesh,0.09521539489260157,0.7093961243332452,2.0,AFC
El Salvador,0.4122678270248448,0.5340801404856509,4.0,CONCACAF
Liechtenstein,0.2684207136480828,1.0958040034919987,4.0,UEFA
Fiji,0.4385831113207456,0.8631984541568265,1.0,OFC
Aruba,0.6322037156639355,1.2174570606491202,2.0,CONCACAF
Central African Republic,0.16017062379836855,0.8397333979600144,2.0,CAF
Saint Vincent and the Grenadines,0.12376774896891832,1.977294887628878,2.0,CONCACAF
Belize,0.23341197046170784,2.8370273624277367,2.0,CONCACAF
Hong Kong,0.0019535787374116327,0.7653283779868304,1.0,AFC
Myanmar,0.0005308781059857641,2.8370273624277367,1.0,AFC
Bermuda,1.263959515186029,0.21585675422171632,2.0,CONCACAF
British Virgin Islands,0.061573479260375624,0.5160953839423477,4.0,CONCACAF
Pakistan,0.2022602589758807,0.008007626254045264,3.0,AFC
Tajikistan,0.0006020131375570576,2.8370273624277367,2.0,AFC
Cayman Islands,0.03273706624947178,0.7193433004998985,3.0,CONCACAF
Cuba,0.4031183538151288,0.37948750633304135,2.0,CONCACAF
Maldives,0.0011118141971513274,0.28523877600297814,2.0,AFC
Saint Kitts and Nevis,0.6155518465750941,1.3380200708920231,2.0,CONCACAF
Martinique,0.0010288233269848185,0.1542109551512149,2.0,CONCACAF
Vietnam,0.08539131247052763,0.007345277528896239,1.0,AFC
Barbados,0.0013923256719676111,2.8370273624277367,2.0,CONCACAF
Dominica,0.0012540842602939142,0.5336539515652271,2.0,CONCACAF
India,0.0016275431760432045,1.1349232557075912,4.0,AFC
Anguilla,0.0006138689761522731,2.8370273624277367,2.0,CONCACAF
Philippines,0.000981399972603956,2.188006754893197,1.0,AFC
Saint Martin,0.15728582664804466,1.4750196756198717,2.0,CONCACAF
Saint Lucia,1.6490604506047448,1.20895312277742,1.0,CONCACAF
Bhutan,0.0019535787374116327,1.1043554977400398,1.0,AFC
Sint Maarten,0.0008509857480565847,2.3009470749942142,2.0,CONCACAF
Bahamas,0.0007087156849139979,2.8370273624277367,2.0,CONCACAF
United States Virgin Islands,0.0017638853198881838,1.3546591836836055,1.0,CONCACAF
