team,xG,xGA,matches
Afghanistan,0.20324307167006073,1.2099666677925538,22.0
Australia,1.5359431775383763,0.715365011029244,48.0
Bahrain,0.868803338097582,1.0870815400248086,50.0
Bangladesh,0.12748079794437123,1.127082319185032,34.0
Bhutan,0.040606408749859504,2.651733031246976,19.0
Brunei,0.043704141006187906,2.587662277136312,26.0
Cambodia,0.14385647089665843,1.198102368093676,29.0
China,0.8210671155927628,1.1149983658372455,36.0
East Timor,0.021517903227012202,2.590342817590653,18.0
Hong Kong,0.27845346643033825,1.135632924034434,44.0
India,0.26420223310307944,1.1205740913288986,35.0
Indonesia,0.6067874169292283,0.7660818860593487,51.0
Iran,1.5300361771210464,0.7266891856670461,48.0
Iraq,1.0468076830223834,0.9906696124976344,56.0
Japan,1.8821745884156718,0.6703659909410817,51.0
Jordan,1.3866936981306985,0.916774163531316,56.0
Kuwait,0.7629949497676266,1.3081768878945566,47.0
Kyrgyzstan,0.8043579479045735,1.260935356141955,33.0
Laos,0.06476415301304582,2.581929246358772,23.0
Lebanon,0.37095691270631115,1.047325295455504,35.0
Malaysia,0.38123536230418203,1.3331040286017848,44.0
Maldives,0.03867168183814701,1.4602324732989589,23.0
Myanmar,0.21116448289999912,1.7194025245538511,35.0
Nepal,0.10482242086532291,1.2371224444113045,30.0
North Korea,0.9775016802118941,1.2437980779416964,18.0
Oman,1.0213180897483911,0.9797948080706728,55.0
Pakistan,0.08109997585134192,0.8274687060596544,24.0
Palestine,0.8187886762042873,0.8099522872428702,35.0
Philippines,0.20773632287924554,2.152362761738375,36.0
Qatar,1.3206231415985714,1.0422419378775585,61.0
Saudi Arabia,1.1355767386773805,0.855140234890821,71.0
Singapore,0.26386833643188445,1.558139056064417,40.0
South Korea,1.555055707400532,0.7128096179970999,54.0
Sri Lanka,0.07297472844891131,1.410155266568386,21.0
Syria,0.8462561720825478,1.0235191432464343,43.0
Taiwan,0.26918416668648126,1.1283065137478785,23.0
Tajikistan,0.48431507552880393,0.9626827216462037,36.0
Thailand,0.5484866677548335,1.3461977552681457,56.0
Turkmenistan,0.44577978211519853,1.4031566410782037,18.0
United Arab Emirates,1.2078841825917077,1.1187542510990371,48.0
Uzbekistan,1.266693840519035,0.7661340482327799,49.0
Vietnam,0.527879963335009,1.2951007401571997,45.0
Yemen,0.2264013228814026,1.3929497635835189,22.0
