team,xG,xGA,matches
Spain,1.0188333769291131,0.0016512263758771844,1.0
France,0.9952916557677217,1.012743982273975,1.0
England,1.0047083442322784,1.004664420834413,1.0
Netherlands,2.412776015267747,0.7118343227974352,0.0
Italy,2.2004062156633126,0.633872470950015,0.0
Germany,2.3220822840600825,0.788828950854603,0.0
Belgium,2.160119148424173,0.6845596878739513,0.0
Portugal,2.0231931514211015,0.6219042450696811,0.0
Croatia,2.087386003225501,0.69687158151138,0.0
Denmark,2.003543278774311,0.6433761759223402,0.0
Switzerland,2.107346055774737,0.7415294443091169,0.0
Norway,2.0329619290986485,0.8085549610495388,0.0
Poland,2.0796978243672366,0.8582826284657689,0.0
Ukraine,1.9685192009014594,0.8176429186662942,0.0
Austria,1.9146817500473146,0.8136207081146116,0.0
Hungary,1.8042984815095002,0.7253020519891739,0.0
Turkey,1.9102747955914683,0.8285233689031555,0.0
Sweden,1.956586164243341,0.8943036512926491,0.0
Scotland,1.7663497991505823,0.7429475829342033,0.0
Czech Republic,1.8743649748123605,0.8669438611859829,0.0
Greece,1.595743731446899,0.7087451154781665,0.0
Serbia,1.7025803337165768,0.8194235027529182,0.0
Georgia,1.6259015896628655,0.8030754924586678,0.0
Slovakia,1.5828628306138461,0.7624562233508797,0.0
Slovenia,1.5801134440743443,0.7887828553429025,0.0
Wales,1.6270138042147257,0.8427431176285073,0.0
Israel,1.7587678770743758,0.969076200050017,0.0
Republic of Ireland,1.49694998988055,0.763543822188601,0.0
Iceland,1.5628010788617395,0.9112146788374418,0.0
Bosnia and Herzegovina,1.5782347383027118,0.9520849453240492,0.0
Albania,1.328570515974593,0.7301505174429505,0.0
Kosovo,1.45651425530342,0.8913654013118656,0.0
Romania,1.3635819642555087,0.8365319029879607,0.0
Northern Ireland,1.3154468295413861,0.8035798888708926,0.0
North Macedonia,1.2481493299171824,0.7890884833815704,0.0
Finland,1.3826897420361652,0.9254637278144108,0.0
Montenegro,1.3156787170535353,0.9526479047188712,0.0
Bulgaria,1.2305316054980022,1.0318236277715631,0.0
Kazakhstan,1.1601354489806288,0.9834704194698454,0.0
Belarus,1.0686842475285174,0.9148548481669514,0.0
Estonia,1.1095257426791763,0.9697769022425818,0.0
Malta,0.9330466329500905,0.8555280349074637,0.0
Armenia,1.2216113828102293,1.1703293464660958,0.0
Luxembourg,0.9157441332522394,0.8763962682488502,0.0
Faroe Islands,0.9376725298495515,0.9650482645373024,0.0
Cyprus,0.9851359311049241,1.0610230180765945,0.0
Moldova,1.0082782083091144,1.1058588998601724,0.0
Azerbaijan,1.0727203383216513,1.1891832194749496,0.0
Latvia,0.9208279597380953,1.1166983428939297,0.0
Lithuania,0.854547704305918,1.0694566274066502,0.0
Andorra,0.45100367017263304,0.752711850314094,0.0
San Marino,0.36319178086097115,0.7611979640812369,0.0
Gibraltar,0.4003200567628293,0.9817511570554543,0.0
Liechtenstein,0.19285378511068133,0.9901735144140208,0.0
