team,xG,xGA,matches
Argentina,2.058187027029159,0.4044027478844379,7.0
Brazil,1.9513687375212232,0.47767708617901466,8.0
Colombia,2.0577456936956047,0.4669080580360398,8.0
Uruguay,1.3449724621892836,0.5042336868583956,8.0
Ecuador,1.3798240141740874,0.28713099208230647,8.0
Venezuela,1.1888965657016723,0.8140651806744994,7.0
Peru,0.750483193028963,0.8115177684099931,6.0
Bolivia,1.0680661698097094,0.7763280516240906,9.0
Paraguay,1.8278698410417848,0.7010397432197427,8.0
Chile,0.9803821291939193,0.8955359423128724,6.0
