teams,median_goals,prior_off_median,prior_def_median,pooled_off_median_before_normalization,pooled_def_median_before_normalization,final_off_median,final_def_median,zero_new_match_teams,evidence_window_years,evidence_window_start,evidence_window_end,prior_evidence_end,retained_prior_appearances,new_appearances,final_appearances,expired_appearances
206,2.5,0.9999999999999999,1.0,2.5,2.5,2.5,2.5,202,4,2022-07-20,2026-07-19,2026-07-15,7756,4,7760,8
